职位id,关系,薪资
4688,所开薪资,14-24K
4689,所开薪资,20-35K
4690,所开薪资,15-30K·13薪
4691,所开薪资,15-30K
4692,所开薪资,15-25K·13薪
4693,所开薪资,18-30K
4694,所开薪资,12-24K·13薪
4695,所开薪资,14-28K
4696,所开薪资,30-60K·14薪
4697,所开薪资,15-30K
4698,所开薪资,25-35K
4699,所开薪资,18-25K
4700,所开薪资,15-25K·14薪
4701,所开薪资,20-21K
4702,所开薪资,20-25K·13薪
4703,所开薪资,11-22K
4704,所开薪资,15-30K
4705,所开薪资,12-24K·13薪
4706,所开薪资,14-21K·13薪
4707,所开薪资,12-22K
4708,所开薪资,12-24K·13薪
4709,所开薪资,20-35K
4710,所开薪资,13-26K
4711,所开薪资,30-45K·15薪
4712,所开薪资,13-25K
4713,所开薪资,18-25K
4714,所开薪资,15-30K·13薪
4715,所开薪资,16-25K
4716,所开薪资,25-40K·15薪
4717,所开薪资,15-25K
4718,所开薪资,20-30K
4719,所开薪资,25-35K·13薪
4720,所开薪资,11-22K
4721,所开薪资,20-25K
4722,所开薪资,15-30K
4723,所开薪资,15-30K
4724,所开薪资,15-22K
4725,所开薪资,15-30K·14薪
4726,所开薪资,15-25K
4727,所开薪资,20-40K
4728,所开薪资,20-40K·14薪
4729,所开薪资,20-30K
4730,所开薪资,13-26K·14薪
4731,所开薪资,15-25K
4732,所开薪资,12-24K·13薪
4733,所开薪资,20-30K·13薪
4734,所开薪资,15-30K·13薪
4735,所开薪资,18-35K
4736,所开薪资,20-25K
4737,所开薪资,25-35K
4738,所开薪资,15-30K
4739,所开薪资,20-30K
4740,所开薪资,15-30K
4741,所开薪资,18-30K
4742,所开薪资,12-24K·13薪
4743,所开薪资,30-50K
4744,所开薪资,12-24K·13薪
4745,所开薪资,15-30K
4746,所开薪资,15-30K
4747,所开薪资,18-25K
4748,所开薪资,15-25K
4749,所开薪资,14-28K
4750,所开薪资,15-30K
4751,所开薪资,25-35K
4752,所开薪资,18-25K
4753,所开薪资,15-25K·14薪
4754,所开薪资,11-22K
4755,所开薪资,12-22K
4756,所开薪资,12-24K·13薪
4757,所开薪资,20-35K
4758,所开薪资,13-26K
4759,所开薪资,18-28K
4760,所开薪资,11-22K
4761,所开薪资,22-30K
4762,所开薪资,15-30K
4763,所开薪资,25-40K
4764,所开薪资,15-30K·13薪
4765,所开薪资,18-23K·15薪
4766,所开薪资,11-22K
4767,所开薪资,20-25K
4768,所开薪资,15-30K
4769,所开薪资,14-22K·13薪
4770,所开薪资,18-35K
4771,所开薪资,15-30K
4772,所开薪资,15-30K
4773,所开薪资,15-25K
4774,所开薪资,25-35K·13薪
4775,所开薪资,12-24K
4776,所开薪资,25-40K
4777,所开薪资,12-22K
4778,所开薪资,15-25K
4779,所开薪资,20-30K·13薪
4780,所开薪资,18-25K
4781,所开薪资,15-30K·15薪
4782,所开薪资,15-30K·14薪
4783,所开薪资,20-35K
4784,所开薪资,23-40K
4785,所开薪资,15-30K·15薪
4786,所开薪资,20-30K
4787,所开薪资,20-24K·13薪
4788,所开薪资,20-30K·14薪
4789,所开薪资,12-24K
4790,所开薪资,11-22K
4791,所开薪资,18-26K·13薪
4792,所开薪资,15-30K
4793,所开薪资,15-23K
4794,所开薪资,15-25K
4795,所开薪资,15-30K·15薪
4796,所开薪资,30-40K·15薪
4797,所开薪资,11-22K·13薪
4798,所开薪资,18-26K·13薪
4799,所开薪资,15-25K·13薪
4800,所开薪资,20-25K·13薪
4801,所开薪资,18-30K·13薪
4802,所开薪资,30-40K
4803,所开薪资,15-25K·13薪
4804,所开薪资,17-30K·14薪
4805,所开薪资,20-30K
4806,所开薪资,30-50K
4807,所开薪资,13-21K·13薪
4808,所开薪资,15-30K
4809,所开薪资,18-26K
4810,所开薪资,15-25K
4811,所开薪资,15-30K
4812,所开薪资,18-35K
4813,所开薪资,11-22K
4814,所开薪资,20-40K
4815,所开薪资,15-30K·14薪
4816,所开薪资,15-22K
4817,所开薪资,15-30K·13薪
4818,所开薪资,15-25K
4819,所开薪资,12-24K
4820,所开薪资,12-24K
4821,所开薪资,15-30K
4822,所开薪资,16-25K·13薪
4823,所开薪资,20-30K
4824,所开薪资,12-22K
4825,所开薪资,11-22K·13薪
4826,所开薪资,15-30K·13薪
4827,所开薪资,15-25K
4828,所开薪资,12-24K
4829,所开薪资,15-25K
4830,所开薪资,14-28K
4831,所开薪资,15-30K·13薪
4832,所开薪资,13-25K
4833,所开薪资,15-30K
4834,所开薪资,15-25K
4835,所开薪资,15-30K·14薪
4836,所开薪资,12-24K·14薪
4837,所开薪资,20-35K·13薪
4838,所开薪资,18-28K·13薪
4839,所开薪资,25-26K·13薪
4840,所开薪资,23-28K·13薪
4841,所开薪资,21-40K·14薪
4842,所开薪资,15-25K·13薪
4843,所开薪资,25-50K
4844,所开薪资,15-30K·14薪
4845,所开薪资,17-25K
4846,所开薪资,11-22K
4847,所开薪资,15-30K·16薪
4848,所开薪资,20-30K·13薪
4849,所开薪资,20-35K·14薪
4850,所开薪资,15-26K·13薪
4851,所开薪资,15-30K
4852,所开薪资,17-30K
4853,所开薪资,15-25K
4854,所开薪资,15-30K·14薪
4855,所开薪资,40-70K·13薪
4856,所开薪资,150-200K
4857,所开薪资,80-100K
4858,所开薪资,50-80K
4859,所开薪资,30-60K·14薪
4860,所开薪资,60-85K
4861,所开薪资,40-60K·24薪
4862,所开薪资,35-65K·16薪
4863,所开薪资,30-60K·16薪
4864,所开薪资,90-120K
4865,所开薪资,40-60K
4866,所开薪资,95-120K
4867,所开薪资,30-60K
4868,所开薪资,30-60K
4869,所开薪资,30-60K
4870,所开薪资,100-200K
4871,所开薪资,35-60K
4872,所开薪资,30-60K·13薪
4873,所开薪资,30-60K·15薪
4874,所开薪资,40-60K·15薪
4875,所开薪资,40-55K
4876,所开薪资,60-80K
4877,所开薪资,30-60K
4878,所开薪资,50-55K·14薪
4879,所开薪资,50-80K
4880,所开薪资,30-60K
4881,所开薪资,30-60K
4882,所开薪资,40-70K
4883,所开薪资,30-60K
4884,所开薪资,100-200K·14薪
4885,所开薪资,40-60K
4886,所开薪资,35-60K
4887,所开薪资,35-65K
4888,所开薪资,40-60K·14薪
4889,所开薪资,45-60K
4890,所开薪资,30-60K
4891,所开薪资,30-60K·15薪
4892,所开薪资,45-60K·24薪
4893,所开薪资,50-55K
4894,所开薪资,100-110K
4895,所开薪资,50-60K·14薪
4896,所开薪资,50-80K
4897,所开薪资,30-60K
4898,所开薪资,30-55K·13薪
4899,所开薪资,30-60K
4900,所开薪资,100-120K
4901,所开薪资,30-60K·13薪
4902,所开薪资,40-60K·14薪
4903,所开薪资,30-60K
4904,所开薪资,150-170K
4905,所开薪资,50-55K
4906,所开薪资,100-200K
4907,所开薪资,65-95K
4908,所开薪资,100-150K
4909,所开薪资,60-90K
4910,所开薪资,30-60K·16薪
4911,所开薪资,30-60K
4912,所开薪资,40-60K·14薪
4913,所开薪资,90-95K
4914,所开薪资,40-70K·14薪
4915,所开薪资,40-70K
4916,所开薪资,30-60K
4917,所开薪资,50-90K
4918,所开薪资,30-60K
4919,所开薪资,30-60K·15薪
4920,所开薪资,70-80K
4921,所开薪资,30-60K
4922,所开薪资,80-85K
4923,所开薪资,70-80K
4924,所开薪资,30-60K
4925,所开薪资,50-80K
4926,所开薪资,75-95K
4927,所开薪资,30-60K·14薪
4928,所开薪资,40-70K
4929,所开薪资,60-90K·13薪
4930,所开薪资,30-60K
4931,所开薪资,55-60K
4932,所开薪资,40-60K
4933,所开薪资,30-60K·14薪
4934,所开薪资,30-60K
4935,所开薪资,100-150K
4936,所开薪资,100-200K
4937,所开薪资,70-100K
4938,所开薪资,80-110K
4939,所开薪资,30-60K·14薪
4940,所开薪资,70-100K
4941,所开薪资,40-70K
4942,所开薪资,50-80K
4943,所开薪资,50-55K
4944,所开薪资,30-60K
4945,所开薪资,30-60K
4946,所开薪资,30-60K
4947,所开薪资,40-70K
4948,所开薪资,100-150K
4949,所开薪资,30-60K·16薪
4950,所开薪资,45-70K
4951,所开薪资,50-80K·15薪
4952,所开薪资,55-65K·14薪
4953,所开薪资,50-70K
4954,所开薪资,30-60K·13薪
4955,所开薪资,30-60K·15薪
4956,所开薪资,50-60K
4957,所开薪资,50-55K
4958,所开薪资,50-70K·14薪
4959,所开薪资,90-100K
4960,所开薪资,30-60K
4961,所开薪资,30-60K
4962,所开薪资,30-60K
4963,所开薪资,40-55K
4964,所开薪资,30-60K
4965,所开薪资,70-75K
4966,所开薪资,30-60K
4967,所开薪资,30-60K·15薪
4968,所开薪资,50-80K·16薪
4969,所开薪资,35-75K·16薪
4970,所开薪资,30-60K
4971,所开薪资,30-60K·13薪
4972,所开薪资,35-55K
4973,所开薪资,30-60K
4974,所开薪资,50-70K
4975,所开薪资,30-60K
4976,所开薪资,28-55K·18薪
4977,所开薪资,250-260K
4978,所开薪资,28-55K·14薪
4979,所开薪资,30-60K
4980,所开薪资,50-80K·13薪
4981,所开薪资,30-60K
4982,所开薪资,40-70K
4983,所开薪资,100-150K
4984,所开薪资,35-55K
4985,所开薪资,30-60K·15薪
4986,所开薪资,130-260K
4987,所开薪资,28-55K·16薪
4988,所开薪资,120-230K
4989,所开薪资,50-55K
4990,所开薪资,50-80K·13薪
4991,所开薪资,30-60K·13薪
4992,所开薪资,55-60K
4993,所开薪资,40-70K·15薪
4994,所开薪资,30-60K
4995,所开薪资,200-260K
4996,所开薪资,50-65K
4997,所开薪资,70-100K
4998,所开薪资,40-60K·16薪
4999,所开薪资,65-85K
5000,所开薪资,50-80K
5001,所开薪资,30-60K
5002,所开薪资,30-60K
5003,所开薪资,80-100K
5004,所开薪资,50-80K
5005,所开薪资,40-70K
5006,所开薪资,100-110K
5007,所开薪资,40-70K
5008,所开薪资,35-60K
5009,所开薪资,30-60K·13薪
5010,所开薪资,50-60K·13薪
5011,所开薪资,30-60K
5012,所开薪资,35-65K
5013,所开薪资,90-120K
5014,所开薪资,30-60K
5015,所开薪资,80-110K
5016,所开薪资,30-60K
5017,所开薪资,60-90K·18薪
5018,所开薪资,50-60K
5019,所开薪资,30-60K
5020,所开薪资,60-90K
5021,所开薪资,40-60K·13薪
5022,所开薪资,50-80K
5023,所开薪资,100-110K
5024,所开薪资,60-80K
5025,所开薪资,100-110K
5026,所开薪资,30-60K
5027,所开薪资,50-80K
5028,所开薪资,50-80K·13薪
5029,所开薪资,40-70K
5030,所开薪资,35-65K
5031,所开薪资,35-60K
5032,所开薪资,50-80K
5033,所开薪资,30-60K
5034,所开薪资,30-60K
5035,所开薪资,80-100K
5036,所开薪资,80-110K
5037,所开薪资,30-60K
5038,所开薪资,40-60K
5039,所开薪资,35-65K·15薪
5040,所开薪资,30-60K·15薪
5041,所开薪资,30-60K·14薪
5042,所开薪资,40-70K·15薪
5043,所开薪资,200-260K
5044,所开薪资,30-60K·14薪
5045,所开薪资,30-60K
5046,所开薪资,40-70K·14薪
5047,所开薪资,28-55K
5048,所开薪资,30-60K
5049,所开薪资,30-60K·16薪
5050,所开薪资,35-60K·13薪
5051,所开薪资,50-60K·13薪
5052,所开薪资,30-60K
5053,所开薪资,45-55K·13薪
5054,所开薪资,120-180K
5055,所开薪资,35-60K·15薪
5056,所开薪资,50-80K
5057,所开薪资,30-60K
5058,所开薪资,50-80K
5059,所开薪资,35-55K
5060,所开薪资,30-55K·15薪
5061,所开薪资,30-60K
5062,所开薪资,35-55K
5063,所开薪资,30-60K
5064,所开薪资,100-110K
5065,所开薪资,100-200K
5066,所开薪资,50-80K
5067,所开薪资,40-70K·13薪
5068,所开薪资,60-80K
5069,所开薪资,50-80K
5070,所开薪资,50-80K
5071,所开薪资,100-150K
5072,所开薪资,70-75K
5073,所开薪资,100-110K
5074,所开薪资,60-90K
5075,所开薪资,29-55K
5076,所开薪资,50-55K
5077,所开薪资,35-60K
5078,所开薪资,30-60K·20薪
5079,所开薪资,40-65K·13薪
5080,所开薪资,40-55K·15薪
5081,所开薪资,30-60K
5082,所开薪资,2-3K
5083,所开薪资,2-3K
5084,所开薪资,2-3K
5085,所开薪资,2-4K
5086,所开薪资,1-2K
5087,所开薪资,2-5K
5088,所开薪资,1-3K·16薪
5089,所开薪资,1-3K
5090,所开薪资,2-3K
5091,所开薪资,1-2K
5092,所开薪资,1-2K
5093,所开薪资,2-3K
5094,所开薪资,1-5K
5095,所开薪资,1-2K
5096,所开薪资,1-2K·13薪
5097,所开薪资,2-3K·15薪
5098,所开薪资,2-3K
5099,所开薪资,2-4K
5100,所开薪资,2-3K
5101,所开薪资,2-7K
5102,所开薪资,2-3K
5103,所开薪资,2-3K
5104,所开薪资,2-3K
5105,所开薪资,1-2K
5106,所开薪资,2-7K
5107,所开薪资,1-6K
5108,所开薪资,1-5K
5109,所开薪资,1-2K
5110,所开薪资,2-3K
5111,所开薪资,2-5K
5112,所开薪资,2-4K
5113,所开薪资,2-3K
5114,所开薪资,1-2K
5115,所开薪资,2-3K
5116,所开薪资,2-7K
5117,所开薪资,1-2K·13薪
5118,所开薪资,2-4K
5119,所开薪资,1-2K
5120,所开薪资,2-3K·14薪
5121,所开薪资,1-2K
5122,所开薪资,2-3K·14薪
5123,所开薪资,2-3K
5124,所开薪资,2-5K
5125,所开薪资,2-3K
5126,所开薪资,1-2K
5127,所开薪资,1-3K
5128,所开薪资,1-2K
5129,所开薪资,2-4K
5130,所开薪资,2-4K·14薪
5131,所开薪资,2-6K
5132,所开薪资,2-3K
5133,所开薪资,1-4K
5134,所开薪资,1-3K
5135,所开薪资,2-4K·13薪
5136,所开薪资,2-3K
5137,所开薪资,2-3K
5138,所开薪资,2-4K
5139,所开薪资,2-4K
5140,所开薪资,2-3K
5141,所开薪资,2-3K
5142,所开薪资,2-7K
5143,所开薪资,2-3K
5144,所开薪资,2-4K
5145,所开薪资,1-2K
5146,所开薪资,2-4K
5147,所开薪资,2-3K
5148,所开薪资,1-3K
5149,所开薪资,1-3K
5150,所开薪资,2-5K
5151,所开薪资,1-2K
5152,所开薪资,2-3K
5153,所开薪资,2-3K
5154,所开薪资,2-4K
5155,所开薪资,2-5K
5156,所开薪资,2-7K
5157,所开薪资,2-3K
5158,所开薪资,1-2K
5159,所开薪资,2-3K
5160,所开薪资,2-4K
5161,所开薪资,2-3K·13薪
5162,所开薪资,2-3K·13薪
5163,所开薪资,1-2K
5164,所开薪资,1-2K
5165,所开薪资,2-4K
5166,所开薪资,2-4K
5167,所开薪资,2-3K
5168,所开薪资,1-4K
5169,所开薪资,2-4K·13薪
5170,所开薪资,2-3K·15薪
5171,所开薪资,1-2K
5172,所开薪资,2-4K
5173,所开薪资,2-4K
5174,所开薪资,2-4K
5175,所开薪资,2-4K
5176,所开薪资,2-3K
5177,所开薪资,2-4K
5178,所开薪资,1-5K
5179,所开薪资,2-5K
5180,所开薪资,2-3K
5181,所开薪资,2-3K
5182,所开薪资,2-3K
5183,所开薪资,2-3K
5184,所开薪资,2-7K
5185,所开薪资,2-4K
5186,所开薪资,2-7K·16薪
5187,所开薪资,2-4K
5188,所开薪资,2-3K
5189,所开薪资,2-3K
5190,所开薪资,2-3K
5191,所开薪资,2-7K·13薪
5192,所开薪资,2-6K
5193,所开薪资,2-4K·13薪
5194,所开薪资,2-6K
5195,所开薪资,2-3K
5196,所开薪资,1-2K
5197,所开薪资,2-4K
5198,所开薪资,1-3K
5199,所开薪资,2-5K
5200,所开薪资,2-4K
5201,所开薪资,2-3K
5202,所开薪资,1-2K
5203,所开薪资,2-4K
5204,所开薪资,1-2K
5205,所开薪资,1-2K
5206,所开薪资,1-2K
5207,所开薪资,2-4K
5208,所开薪资,1-5K
5209,所开薪资,2-3K
5210,所开薪资,2-5K·13薪
5211,所开薪资,2-3K
5212,所开薪资,1-4K
5213,所开薪资,2-4K
5214,所开薪资,2-3K
5215,所开薪资,2-4K
5216,所开薪资,2-4K·14薪
5217,所开薪资,2-5K
5218,所开薪资,2-3K
5219,所开薪资,2-7K
5220,所开薪资,1-2K
5221,所开薪资,2-4K
5222,所开薪资,2-6K
5223,所开薪资,2-4K
5224,所开薪资,2-5K
5225,所开薪资,2-5K
5226,所开薪资,2-3K
5227,所开薪资,2-5K
5228,所开薪资,2-6K
5229,所开薪资,2-5K
5230,所开薪资,1-2K
5231,所开薪资,2-4K
5232,所开薪资,1-3K
5233,所开薪资,1-2K
5234,所开薪资,1-2K
5235,所开薪资,2-7K
5236,所开薪资,1-5K
5237,所开薪资,2-4K
5238,所开薪资,2-3K
5239,所开薪资,2-4K
5240,所开薪资,1-2K
5241,所开薪资,2-3K
5242,所开薪资,1-2K
5243,所开薪资,2-3K
5244,所开薪资,2-5K·13薪
5245,所开薪资,2-3K
5246,所开薪资,2-6K
5247,所开薪资,2-3K
5248,所开薪资,2-5K
5249,所开薪资,2-7K
5250,所开薪资,2-4K
5251,所开薪资,1-2K
5252,所开薪资,2-4K
5253,所开薪资,2-6K
5254,所开薪资,1-5K
5255,所开薪资,1-2K
5256,所开薪资,2-4K·13薪
5257,所开薪资,1-2K
5258,所开薪资,1-2K
5259,所开薪资,2-4K
5260,所开薪资,1-2K
5261,所开薪资,2-5K
5262,所开薪资,1-2K
5263,所开薪资,1-2K
5264,所开薪资,2-7K
5265,所开薪资,2-5K
5266,所开薪资,1-2K
5267,所开薪资,2-3K
5268,所开薪资,2-3K
5269,所开薪资,2-4K
5270,所开薪资,2-5K
5271,所开薪资,2-3K
5272,所开薪资,2-7K
5273,所开薪资,2-3K
5274,所开薪资,1-5K
5275,所开薪资,2-4K
5276,所开薪资,2-3K·14薪
5277,所开薪资,2-7K
5278,所开薪资,2-3K
5279,所开薪资,1-2K
5280,所开薪资,1-2K
5281,所开薪资,2-5K
5282,所开薪资,1-2K·13薪
5283,所开薪资,2-3K
5284,所开薪资,2-3K
5285,所开薪资,1-2K
5286,所开薪资,2-4K
5287,所开薪资,2-3K
5288,所开薪资,2-3K
5289,所开薪资,2-5K·13薪
5290,所开薪资,1-10K
5291,所开薪资,2-4K
5292,所开薪资,1-2K·13薪
5293,所开薪资,2-4K
5294,所开薪资,2-3K
5295,所开薪资,2-4K
5296,所开薪资,2-4K
5297,所开薪资,2-4K
5298,所开薪资,2-4K
5299,所开薪资,2-4K·13薪
5300,所开薪资,2-3K
5301,所开薪资,2-5K
5302,所开薪资,2-6K
5303,所开薪资,2-5K
5304,所开薪资,1-3K
5305,所开薪资,1-2K
5306,所开薪资,2-4K
5307,所开薪资,1-3K
5308,所开薪资,2-3K
5309,所开薪资,1-2K
5310,所开薪资,2-3K
5311,所开薪资,1-2K
5312,所开薪资,2-3K
5313,所开薪资,2-4K
5314,所开薪资,1-3K
5315,所开薪资,2-3K
5316,所开薪资,1-2K
5317,所开薪资,2-3K
5318,所开薪资,2-3K
5319,所开薪资,1-2K
5320,所开薪资,2-3K
5321,所开薪资,2-3K
5322,所开薪资,2-3K
5323,所开薪资,1-2K
5324,所开薪资,1-2K
5325,所开薪资,2-5K
5326,所开薪资,2-4K
5327,所开薪资,2-3K·13薪
5328,所开薪资,1-5K
5329,所开薪资,2-3K
5330,所开薪资,2-3K
5331,所开薪资,2-3K
5332,所开薪资,2-3K
5333,所开薪资,2-3K·13薪
5334,所开薪资,2-4K
5335,所开薪资,2-4K
5336,所开薪资,2-7K
5337,所开薪资,1-2K
5338,所开薪资,2-7K
5339,所开薪资,2-3K·13薪
5340,所开薪资,1-6K
5341,所开薪资,2-4K
5342,所开薪资,2-6K
5343,所开薪资,8-9K
5344,所开薪资,7-10K·13薪
5345,所开薪资,7-11K·14薪
5346,所开薪资,9-14K·13薪
5347,所开薪资,3-8K
5348,所开薪资,4-6K
5349,所开薪资,9-12K·14薪
5350,所开薪资,5-10K
5351,所开薪资,6-10K·13薪
5352,所开薪资,5-10K
5353,所开薪资,6-11K
5354,所开薪资,4-6K
5355,所开薪资,6-11K
5356,所开薪资,8-13K
5357,所开薪资,8-9K
5358,所开薪资,8-13K
5359,所开薪资,5-9K
5360,所开薪资,5-10K·13薪
5361,所开薪资,8-16K
5362,所开薪资,5-8K
5363,所开薪资,7-12K
5364,所开薪资,8-9K·13薪
5365,所开薪资,6-7K
5366,所开薪资,8-13K·14薪
5367,所开薪资,8-11K
5368,所开薪资,7-12K·15薪
5369,所开薪资,6-11K
5370,所开薪资,5-10K
5371,所开薪资,3-8K
5372,所开薪资,4-6K
5373,所开薪资,9-12K·14薪
5374,所开薪资,5-10K
5375,所开薪资,6-10K·13薪
5376,所开薪资,5-10K
5377,所开薪资,6-11K
5378,所开薪资,4-6K
5379,所开薪资,8-13K
5380,所开薪资,8-9K
5381,所开薪资,8-13K
5382,所开薪资,5-9K
5383,所开薪资,5-10K·13薪
5384,所开薪资,8-16K
5385,所开薪资,5-8K
5386,所开薪资,7-12K
5387,所开薪资,8-9K·13薪
5388,所开薪资,6-7K
5389,所开薪资,8-13K·14薪
5390,所开薪资,8-11K
5391,所开薪资,7-12K·15薪
5392,所开薪资,6-11K
5393,所开薪资,5-10K
5394,所开薪资,8-12K·14薪
5395,所开薪资,6-11K
5396,所开薪资,4-7K
5397,所开薪资,5-8K
5398,所开薪资,6-11K
5399,所开薪资,6-10K
5400,所开薪资,8-10K
5401,所开薪资,9-10K
5402,所开薪资,8-13K·15薪
5403,所开薪资,8-12K
5404,所开薪资,6-10K
5405,所开薪资,7-11K·13薪
5406,所开薪资,5-6K
5407,所开薪资,9-14K
5408,所开薪资,8-9K
5409,所开薪资,7-10K
5410,所开薪资,9-10K
5411,所开薪资,4-6K·13薪
5412,所开薪资,8-12K
5413,所开薪资,6-9K·15薪
5414,所开薪资,8-13K
5415,所开薪资,8-13K
5416,所开薪资,8-9K
5417,所开薪资,9-13K·13薪
5418,所开薪资,6-11K
5419,所开薪资,9-14K
5420,所开薪资,9-14K·14薪
5421,所开薪资,7-12K
5422,所开薪资,4-6K
5423,所开薪资,8-13K
5424,所开薪资,8-13K·15薪
5425,所开薪资,8-13K·13薪
5426,所开薪资,8-12K
5427,所开薪资,4-9K·13薪
5428,所开薪资,8-13K·14薪
5429,所开薪资,7-14K
5430,所开薪资,4-6K
5431,所开薪资,6-7K
5432,所开薪资,9-14K·13薪
5433,所开薪资,5-10K
5434,所开薪资,6-10K
5435,所开薪资,8-13K·15薪
5436,所开薪资,6-9K
5437,所开薪资,9-14K
5438,所开薪资,5-10K·13薪
5439,所开薪资,8-13K
5440,所开薪资,8-13K
5441,所开薪资,8-13K·14薪
5442,所开薪资,8-15K
5443,所开薪资,5-10K
5444,所开薪资,9-13K
5445,所开薪资,8-13K·13薪
5446,所开薪资,6-10K
5447,所开薪资,8-12K·14薪
5448,所开薪资,6-11K·13薪
5449,所开薪资,8-12K
5450,所开薪资,3-7K
5451,所开薪资,8-13K
5452,所开薪资,7-12K·16薪
5453,所开薪资,9-14K·13薪
5454,所开薪资,6-12K
5455,所开薪资,6-11K
5456,所开薪资,8-13K
5457,所开薪资,8-12K
5458,所开薪资,7-12K
5459,所开薪资,5-10K
5460,所开薪资,4-9K
5461,所开薪资,5-8K
5462,所开薪资,6-7K
5463,所开薪资,5-7K
5464,所开薪资,7-12K·13薪
5465,所开薪资,5-6K
5466,所开薪资,5-8K
5467,所开薪资,8-13K·13薪
5468,所开薪资,7-10K·15薪
5469,所开薪资,8-13K
5470,所开薪资,6-8K
5471,所开薪资,6-7K
5472,所开薪资,7-10K
5473,所开薪资,4-8K
5474,所开薪资,8-9K
5475,所开薪资,8-13K
5476,所开薪资,6-11K·15薪
5477,所开薪资,8-13K·13薪
5478,所开薪资,6-8K
5479,所开薪资,8-12K
5480,所开薪资,5-10K
5481,所开薪资,6-10K
5482,所开薪资,6-10K
5483,所开薪资,8-13K
5484,所开薪资,6-11K
5485,所开薪资,5-8K
5486,所开薪资,5-10K
5487,所开薪资,5-6K
5488,所开薪资,6-7K
5489,所开薪资,8-10K
5490,所开薪资,5-8K
5491,所开薪资,9-14K
5492,所开薪资,6-7K
5493,所开薪资,8-13K
5494,所开薪资,8-15K
5495,所开薪资,6-7K
5496,所开薪资,4-8K
5497,所开薪资,9-11K
5498,所开薪资,7-11K
5499,所开薪资,5-10K·13薪
5500,所开薪资,8-13K·13薪
5501,所开薪资,8-10K·14薪
5502,所开薪资,8-12K
5503,所开薪资,3-6K
5504,所开薪资,6-10K
5505,所开薪资,5-6K·13薪
5506,所开薪资,4-6K
5507,所开薪资,6-11K·14薪
5508,所开薪资,6-10K·14薪
5509,所开薪资,7-12K
5510,所开薪资,6-11K
5511,所开薪资,7-10K·13薪
5512,所开薪资,7-12K
5513,所开薪资,7-12K
5514,所开薪资,6-9K
5515,所开薪资,9-14K·14薪
5516,所开薪资,6-8K
5517,所开薪资,5-8K
5518,所开薪资,5-10K
5519,所开薪资,6-10K
5520,所开薪资,6-10K
5521,所开薪资,8-13K
5522,所开薪资,8-14K
5523,所开薪资,8-12K
5524,所开薪资,8-13K·15薪
5525,所开薪资,8-11K
5526,所开薪资,5-8K
5527,所开薪资,8-12K
5528,所开薪资,7-10K
5529,所开薪资,7-10K·14薪
5530,所开薪资,6-10K
5531,所开薪资,7-12K
5532,所开薪资,6-9K·13薪
5533,所开薪资,8-13K
5534,所开薪资,7-8K·13薪
5535,所开薪资,6-10K
5536,所开薪资,6-10K
5537,所开薪资,5-10K
5538,所开薪资,4-7K
5539,所开薪资,7-10K·13薪
5540,所开薪资,6-11K
5541,所开薪资,8-12K
5542,所开薪资,5-8K
5543,所开薪资,7-12K
5544,所开薪资,8-13K
5545,所开薪资,13-26K
5546,所开薪资,8-13K
5547,所开薪资,15-23K·15薪
5548,所开薪资,6-11K
5549,所开薪资,10-15K·13薪
5550,所开薪资,6-11K
5551,所开薪资,11-20K
5552,所开薪资,9-14K
5553,所开薪资,8-13K·13薪
5554,所开薪资,7-12K
5555,所开薪资,15-30K
5556,所开薪资,15-22K·13薪
5557,所开薪资,11-20K·13薪
5558,所开薪资,6-11K·13薪
5559,所开薪资,16-22K
5560,所开薪资,11-18K
5561,所开薪资,15-30K·13薪
5562,所开薪资,15-30K
5563,所开薪资,15-20K
5564,所开薪资,16-22K·13薪
5565,所开薪资,15-30K
5566,所开薪资,10-11K
5567,所开薪资,10-12K
5568,所开薪资,9-12K
5569,所开薪资,7-12K
5570,所开薪资,12-20K·14薪
5571,所开薪资,18-24K
5572,所开薪资,15-25K·13薪
5573,所开薪资,11-20K
5574,所开薪资,18-22K·13薪
5575,所开薪资,13-25K
5576,所开薪资,18-26K
5577,所开薪资,13-25K·15薪
5578,所开薪资,13-16K·13薪
5579,所开薪资,12-16K·13薪
5580,所开薪资,15-30K
5581,所开薪资,12-23K
5582,所开薪资,10-15K
5583,所开薪资,15-20K
5584,所开薪资,7-11K
5585,所开薪资,15-30K·16薪
5586,所开薪资,8-12K
5587,所开薪资,15-25K
5588,所开薪资,11-22K·13薪
5589,所开薪资,13-20K
5590,所开薪资,15-30K·16薪
5591,所开薪资,10-15K
5592,所开薪资,10-15K·13薪
5593,所开薪资,10-15K
5594,所开薪资,12-20K
5595,所开薪资,15-20K
5596,所开薪资,15-25K·13薪
5597,所开薪资,10-13K·15薪
5598,所开薪资,18-24K·13薪
5599,所开薪资,16-24K·14薪
5600,所开薪资,15-30K
5601,所开薪资,12-22K·14薪
5602,所开薪资,10-15K
5603,所开薪资,10-15K·13薪
5604,所开薪资,10-15K
5605,所开薪资,10-15K·13薪
5606,所开薪资,18-25K·15薪
5607,所开薪资,12-20K
5608,所开薪资,10-15K
5609,所开薪资,15-30K·15薪
5610,所开薪资,8-12K·13薪
5611,所开薪资,9-14K·13薪
5612,所开薪资,13-25K
5613,所开薪资,10-15K
5614,所开薪资,15-30K
5615,所开薪资,15-16K
5616,所开薪资,13-20K
5617,所开薪资,8-13K
5618,所开薪资,8-13K
