职位id,关系,薪资
2281,所开薪资,5-7K
2282,所开薪资,4-6K
2283,所开薪资,6-10K
2284,所开薪资,4-8K
2285,所开薪资,4-9K
2286,所开薪资,5-10K
2287,所开薪资,8-10K·13薪
2288,所开薪资,6-8K
2289,所开薪资,4-6K
2290,所开薪资,8-12K
2291,所开薪资,6-11K
2292,所开薪资,15-30K·13薪
2293,所开薪资,6-11K
2294,所开薪资,7-12K
2295,所开薪资,6-11K·13薪
2296,所开薪资,6-11K
2297,所开薪资,8-13K
2298,所开薪资,9-13K
2299,所开薪资,7-12K
2300,所开薪资,10-15K
2301,所开薪资,6-11K
2302,所开薪资,8-13K
2303,所开薪资,10-15K
2304,所开薪资,13-26K
2305,所开薪资,8-13K·13薪
2306,所开薪资,15-25K
2307,所开薪资,13-20K·13薪
2308,所开薪资,15-25K
2309,所开薪资,8-13K
2310,所开薪资,8-13K
2311,所开薪资,8-13K·13薪
2312,所开薪资,12-18K
2313,所开薪资,10-15K
2314,所开薪资,7-12K
2315,所开薪资,8-12K
2316,所开薪资,7-12K
2317,所开薪资,6-11K·13薪
2318,所开薪资,7-12K·14薪
2319,所开薪资,11-22K·14薪
2320,所开薪资,8-12K
2321,所开薪资,13-16K
2322,所开薪资,8-13K
2323,所开薪资,10-15K
2324,所开薪资,6-11K
2325,所开薪资,10-15K·13薪
2326,所开薪资,10-15K
2327,所开薪资,7-12K
2328,所开薪资,15-23K·14薪
2329,所开薪资,10-11K
2330,所开薪资,8-13K
2331,所开薪资,8-13K·13薪
2332,所开薪资,8-13K·13薪
2333,所开薪资,14-20K·14薪
2334,所开薪资,7-12K
2335,所开薪资,6-11K·15薪
2336,所开薪资,7-12K
2337,所开薪资,10-15K
2338,所开薪资,8-12K
2339,所开薪资,6-11K·14薪
2340,所开薪资,6-11K
2341,所开薪资,6-11K
2342,所开薪资,7-12K
2343,所开薪资,10-15K
2344,所开薪资,7-12K
2345,所开薪资,18-27K·13薪
2346,所开薪资,8-13K
2347,所开薪资,8-12K
2348,所开薪资,7-12K
2349,所开薪资,9-14K
2350,所开薪资,7-12K·13薪
2351,所开薪资,6-11K
2352,所开薪资,10-15K
2353,所开薪资,8-12K·16薪
2354,所开薪资,10-15K
2355,所开薪资,9-14K
2356,所开薪资,10-13K
2357,所开薪资,11-13K·15薪
2358,所开薪资,8-13K
2359,所开薪资,6-11K
2360,所开薪资,7-12K
2361,所开薪资,19-25K
2362,所开薪资,10-15K
2363,所开薪资,10-12K·13薪
2364,所开薪资,8-13K
2365,所开薪资,11-20K
2366,所开薪资,7-12K
2367,所开薪资,10-15K
2368,所开薪资,7-12K
2369,所开薪资,8-13K
2370,所开薪资,7-12K·13薪
2371,所开薪资,6-11K
2372,所开薪资,8-13K
2373,所开薪资,18-25K
2374,所开薪资,8-12K·13薪
2375,所开薪资,9-12K
2376,所开薪资,9-12K·14薪
2377,所开薪资,6-11K
2378,所开薪资,10-15K·13薪
2379,所开薪资,12-20K
2380,所开薪资,8-12K
2381,所开薪资,8-12K
2382,所开薪资,10-15K·13薪
2383,所开薪资,9-14K
2384,所开薪资,8-13K
2385,所开薪资,9-13K
2386,所开薪资,8-11K
2387,所开薪资,11-15K
2388,所开薪资,7-12K
2389,所开薪资,11-17K
2390,所开薪资,7-12K·13薪
2391,所开薪资,8-12K
2392,所开薪资,6-11K
2393,所开薪资,9-14K
2394,所开薪资,10-15K
2395,所开薪资,7-11K
2396,所开薪资,13-15K
2397,所开薪资,11-20K·13薪
2398,所开薪资,6-11K·13薪
2399,所开薪资,12-18K·14薪
2400,所开薪资,8-12K
2401,所开薪资,7-12K
2402,所开薪资,8-12K
2403,所开薪资,10-12K·24薪
2404,所开薪资,8-13K·14薪
2405,所开薪资,8-12K
2406,所开薪资,10-15K
2407,所开薪资,7-12K
2408,所开薪资,8-12K
2409,所开薪资,10-15K·13薪
2410,所开薪资,9-14K·13薪
2411,所开薪资,10-15K
2412,所开薪资,8-12K
2413,所开薪资,8-12K
2414,所开薪资,13-17K·13薪
2415,所开薪资,8-13K
2416,所开薪资,10-12K·13薪
2417,所开薪资,8-13K
2418,所开薪资,8-13K·14薪
2419,所开薪资,10-15K
2420,所开薪资,8-13K
2421,所开薪资,6-11K·13薪
2422,所开薪资,8-13K
2423,所开薪资,8-12K
2424,所开薪资,10-15K
2425,所开薪资,10-15K·15薪
2426,所开薪资,8-11K
2427,所开薪资,10-15K·13薪
2428,所开薪资,13-16K
2429,所开薪资,8-12K·13薪
2430,所开薪资,8-12K·13薪
2431,所开薪资,6-11K·13薪
2432,所开薪资,11-16K·13薪
2433,所开薪资,7-12K
2434,所开薪资,8-13K·15薪
2435,所开薪资,10-15K·14薪
2436,所开薪资,10-15K
2437,所开薪资,10-15K
2438,所开薪资,6-11K
2439,所开薪资,7-12K
2440,所开薪资,8-13K
2441,所开薪资,10-15K·16薪
2442,所开薪资,7-12K·13薪
2443,所开薪资,8-13K
2444,所开薪资,11-20K
2445,所开薪资,7-12K
2446,所开薪资,10-11K
2447,所开薪资,9-13K
2448,所开薪资,11-20K·13薪
2449,所开薪资,8-13K
2450,所开薪资,10-15K
2451,所开薪资,12-15K
2452,所开薪资,12-18K·14薪
2453,所开薪资,15-30K·15薪
2454,所开薪资,6-11K
2455,所开薪资,7-12K·13薪
2456,所开薪资,9-14K·13薪
2457,所开薪资,6-11K
2458,所开薪资,11-12K·13薪
2459,所开薪资,6-11K·13薪
2460,所开薪资,10-11K
2461,所开薪资,10-15K
2462,所开薪资,6-11K
2463,所开薪资,6-11K
2464,所开薪资,12-14K·13薪
2465,所开薪资,10-15K
2466,所开薪资,8-12K
2467,所开薪资,10-12K·13薪
2468,所开薪资,10-15K
2469,所开薪资,10-13K
2470,所开薪资,12-18K
2471,所开薪资,11-20K·14薪
2472,所开薪资,10-15K
2473,所开薪资,10-15K
2474,所开薪资,8-13K
2475,所开薪资,6-11K
2476,所开薪资,11-12K
2477,所开薪资,8-12K
2478,所开薪资,7-12K
2479,所开薪资,7-11K
2480,所开薪资,9-14K
2481,所开薪资,7-12K·14薪
2482,所开薪资,10-15K
2483,所开薪资,8-12K
2484,所开薪资,6-11K
2485,所开薪资,10-14K
2486,所开薪资,8-12K
2487,所开薪资,10-15K
2488,所开薪资,9-14K
2489,所开薪资,8-11K
2490,所开薪资,8-13K
2491,所开薪资,16-19K·13薪
2492,所开薪资,8-12K
2493,所开薪资,12-20K·13薪
2494,所开薪资,8-13K
2495,所开薪资,8-13K
2496,所开薪资,8-13K
2497,所开薪资,10-15K
2498,所开薪资,7-12K·13薪
2499,所开薪资,10-15K
2500,所开薪资,9-14K
2501,所开薪资,8-12K
2502,所开薪资,9-12K
2503,所开薪资,10-14K
2504,所开薪资,8-13K
2505,所开薪资,7-12K
2506,所开薪资,12-20K
2507,所开薪资,7-12K
2508,所开薪资,8-12K
2509,所开薪资,8-13K
2510,所开薪资,10-15K·13薪
2511,所开薪资,7-12K
2512,所开薪资,10-15K
2513,所开薪资,35-60K
2514,所开薪资,30-60K·16薪
2515,所开薪资,30-60K
2516,所开薪资,45-65K·15薪
2517,所开薪资,30-55K
2518,所开薪资,80-110K
2519,所开薪资,35-60K·14薪
2520,所开薪资,30-60K·13薪
2521,所开薪资,50-80K·16薪
2522,所开薪资,40-60K·13薪
2523,所开薪资,50-55K
2524,所开薪资,60-80K
2525,所开薪资,30-60K
2526,所开薪资,30-60K
2527,所开薪资,40-60K
2528,所开薪资,40-70K
2529,所开薪资,40-55K
2530,所开薪资,40-65K·16薪
2531,所开薪资,30-55K
2532,所开薪资,70-80K
2533,所开薪资,30-60K
2534,所开薪资,30-60K·15薪
2535,所开薪资,50-80K
2536,所开薪资,50-80K·16薪
2537,所开薪资,40-60K·13薪
2538,所开薪资,55-80K·16薪
2539,所开薪资,60-80K·16薪
2540,所开薪资,30-60K·13薪
2541,所开薪资,29-55K·14薪
2542,所开薪资,30-60K
2543,所开薪资,30-60K
2544,所开薪资,30-60K
2545,所开薪资,250-260K
2546,所开薪资,30-60K
2547,所开薪资,60-90K
2548,所开薪资,45-70K·13薪
2549,所开薪资,30-60K
2550,所开薪资,30-60K·13薪
2551,所开薪资,50-60K
2552,所开薪资,30-60K
2553,所开薪资,70-100K
2554,所开薪资,35-65K·16薪
2555,所开薪资,50-55K
2556,所开薪资,30-60K
2557,所开薪资,80-110K
2558,所开薪资,45-75K
2559,所开薪资,50-80K
2560,所开薪资,40-65K
2561,所开薪资,150-180K
2562,所开薪资,40-60K
2563,所开薪资,50-70K·15薪
2564,所开薪资,50-70K
2565,所开薪资,30-60K
2566,所开薪资,40-60K·14薪
2567,所开薪资,50-70K
2568,所开薪资,60-90K·15薪
2569,所开薪资,30-60K
2570,所开薪资,40-55K
2571,所开薪资,50-75K
2572,所开薪资,40-70K·15薪
2573,所开薪资,80-90K·14薪
2574,所开薪资,40-65K
2575,所开薪资,45-70K
2576,所开薪资,55-85K
2577,所开薪资,50-75K
2578,所开薪资,30-60K
2579,所开薪资,30-60K
2580,所开薪资,30-60K·14薪
2581,所开薪资,35-65K
2582,所开薪资,40-65K
2583,所开薪资,50-55K·14薪
2584,所开薪资,70-100K
2585,所开薪资,40-70K·15薪
2586,所开薪资,30-60K
2587,所开薪资,30-60K
2588,所开薪资,40-70K·14薪
2589,所开薪资,75-100K
2590,所开薪资,35-55K·15薪
2591,所开薪资,30-60K·15薪
2592,所开薪资,35-65K·17薪
2593,所开薪资,40-55K·13薪
2594,所开薪资,50-80K·15薪
2595,所开薪资,30-60K·15薪
2596,所开薪资,40-60K
2597,所开薪资,35-60K·13薪
2598,所开薪资,35-65K
2599,所开薪资,40-60K·17薪
2600,所开薪资,40-70K·14薪
2601,所开薪资,50-80K
2602,所开薪资,50-70K
2603,所开薪资,50-80K·15薪
2604,所开薪资,30-55K
2605,所开薪资,30-60K·16薪
2606,所开薪资,40-60K·16薪
2607,所开薪资,40-70K·14薪
2608,所开薪资,40-55K
2609,所开薪资,50-80K
2610,所开薪资,35-75K·16薪
2611,所开薪资,30-60K·16薪
2612,所开薪资,30-60K
2613,所开薪资,40-55K
2614,所开薪资,100-200K·14薪
2615,所开薪资,40-70K
2616,所开薪资,45-55K·14薪
2617,所开薪资,35-65K·16薪
2618,所开薪资,30-60K
2619,所开薪资,55-85K
2620,所开薪资,35-60K·13薪
2621,所开薪资,30-55K
2622,所开薪资,30-60K·14薪
2623,所开薪资,35-65K·13薪
2624,所开薪资,30-60K
2625,所开薪资,40-70K
2626,所开薪资,30-55K·16薪
2627,所开薪资,30-60K·14薪
2628,所开薪资,30-60K·18薪
2629,所开薪资,35-65K
2630,所开薪资,90-120K
2631,所开薪资,30-60K
2632,所开薪资,30-55K·15薪
2633,所开薪资,35-60K
2634,所开薪资,30-60K
2635,所开薪资,40-60K·16薪
2636,所开薪资,30-60K
2637,所开薪资,30-60K
2638,所开薪资,30-60K·13薪
2639,所开薪资,30-55K·14薪
2640,所开薪资,35-65K
2641,所开薪资,40-70K·13薪
2642,所开薪资,30-60K·16薪
2643,所开薪资,35-60K·16薪
2644,所开薪资,40-60K
2645,所开薪资,40-70K·14薪
2646,所开薪资,30-60K
2647,所开薪资,55-80K·15薪
2648,所开薪资,40-60K·13薪
2649,所开薪资,40-60K·16薪
2650,所开薪资,60-80K·14薪
2651,所开薪资,35-65K
2652,所开薪资,50-70K·14薪
2653,所开薪资,30-60K
2654,所开薪资,40-55K
2655,所开薪资,40-70K
2656,所开薪资,50-55K
2657,所开薪资,30-60K·16薪
2658,所开薪资,40-70K·15薪
2659,所开薪资,70-80K
2660,所开薪资,30-60K
2661,所开薪资,80-100K
2662,所开薪资,250-260K
2663,所开薪资,45-55K
2664,所开薪资,50-80K
2665,所开薪资,30-60K·13薪
2666,所开薪资,50-55K
2667,所开薪资,60-90K·18薪
2668,所开薪资,30-60K·15薪
2669,所开薪资,30-55K·15薪
2670,所开薪资,70-100K·15薪
2671,所开薪资,40-70K·15薪
2672,所开薪资,30-60K·16薪
2673,所开薪资,50-55K
2674,所开薪资,30-60K·13薪
2675,所开薪资,30-55K
2676,所开薪资,40-70K·13薪
2677,所开薪资,30-60K
2678,所开薪资,30-60K·14薪
2679,所开薪资,60-65K
2680,所开薪资,50-80K·13薪
2681,所开薪资,30-60K
2682,所开薪资,35-60K·16薪
2683,所开薪资,50-80K·14薪
2684,所开薪资,45-70K
2685,所开薪资,40-60K·15薪
2686,所开薪资,30-60K·13薪
2687,所开薪资,30-55K
2688,所开薪资,40-65K·14薪
2689,所开薪资,30-60K
2690,所开薪资,45-70K·16薪
2691,所开薪资,30-60K
2692,所开薪资,40-55K
2693,所开薪资,35-55K
2694,所开薪资,50-60K
2695,所开薪资,110-130K
2696,所开薪资,40-70K·16薪
2697,所开薪资,170-180K
2698,所开薪资,50-80K
2699,所开薪资,60-80K·13薪
2700,所开薪资,30-60K
2701,所开薪资,35-55K
2702,所开薪资,35-55K·14薪
2703,所开薪资,30-60K·16薪
2704,所开薪资,30-60K
2705,所开薪资,35-60K·16薪
2706,所开薪资,30-60K·15薪
2707,所开薪资,80-110K
2708,所开薪资,35-65K·16薪
2709,所开薪资,45-60K·14薪
2710,所开薪资,30-55K
2711,所开薪资,70-85K
2712,所开薪资,30-60K·14薪
2713,所开薪资,35-60K·13薪
2714,所开薪资,30-60K
2715,所开薪资,40-70K·14薪
2716,所开薪资,30-60K
2717,所开薪资,50-70K·15薪
2718,所开薪资,40-60K
2719,所开薪资,35-60K
2720,所开薪资,40-60K·15薪
2721,所开薪资,40-70K
2722,所开薪资,35-60K·16薪
2723,所开薪资,55-80K·16薪
2724,所开薪资,40-60K
2725,所开薪资,30-60K
2726,所开薪资,30-60K·15薪
2727,所开薪资,30-60K·13薪
2728,所开薪资,50-55K
2729,所开薪资,30-60K
2730,所开薪资,30-60K·13薪
2731,所开薪资,40-60K·16薪
2732,所开薪资,40-55K·15薪
2733,所开薪资,60-90K·16薪
2734,所开薪资,50-80K
2735,所开薪资,65-90K·13薪
2736,所开薪资,200-250K
2737,所开薪资,50-60K·13薪
2738,所开薪资,40-55K·13薪
2739,所开薪资,35-60K·14薪
2740,所开薪资,30-60K
2741,所开薪资,40-70K·14薪
2742,所开薪资,35-55K·14薪
2743,所开薪资,30-60K·13薪
2744,所开薪资,30-60K·14薪
2745,所开薪资,40-55K
2746,所开薪资,30-60K
2747,所开薪资,60-90K
2748,所开薪资,30-60K
2749,所开薪资,35-55K·14薪
2750,所开薪资,40-60K·14薪
2751,所开薪资,30-60K·13薪
2752,所开薪资,45-70K
2753,所开薪资,35-60K
2754,所开薪资,35-60K
2755,所开薪资,40-70K·15薪
2756,所开薪资,35-55K
2757,所开薪资,30-60K·13薪
2758,所开薪资,35-60K
2759,所开薪资,30-60K
2760,所开薪资,50-75K
2761,所开薪资,40-65K
2762,所开薪资,50-80K·14薪
2763,所开薪资,40-60K
2764,所开薪资,40-60K
2765,所开薪资,40-65K·16薪
2766,所开薪资,30-60K·14薪
2767,所开薪资,35-60K
2768,所开薪资,2-3K
2769,所开薪资,2-7K
2770,所开薪资,2-3K
2771,所开薪资,2-3K
2772,所开薪资,2-3K
2773,所开薪资,2-3K
2774,所开薪资,2-3K
2775,所开薪资,2-3K
2776,所开薪资,2-4K
2777,所开薪资,2-3K
2778,所开薪资,2-5K
2779,所开薪资,2-4K
2780,所开薪资,2-4K
2781,所开薪资,2-5K
2782,所开薪资,1-3K
2783,所开薪资,2-5K
2784,所开薪资,2-3K
2785,所开薪资,2-4K
2786,所开薪资,2-3K
2787,所开薪资,2-3K
2788,所开薪资,2-5K
2789,所开薪资,2-3K
2790,所开薪资,1-6K
2791,所开薪资,1-3K
2792,所开薪资,2-4K
2793,所开薪资,2-5K
2794,所开薪资,2-3K
2795,所开薪资,2-3K
2796,所开薪资,2-4K
2797,所开薪资,2-3K
2798,所开薪资,2-4K
2799,所开薪资,2-4K
2800,所开薪资,1-3K
2801,所开薪资,2-5K
2802,所开薪资,2-5K
2803,所开薪资,2-3K
2804,所开薪资,2-5K
2805,所开薪资,2-4K
2806,所开薪资,2-3K
2807,所开薪资,2-7K
2808,所开薪资,2-3K
2809,所开薪资,2-7K
2810,所开薪资,2-3K
2811,所开薪资,2-3K
2812,所开薪资,2-3K
2813,所开薪资,1-2K
2814,所开薪资,2-3K
2815,所开薪资,2-6K
2816,所开薪资,2-3K
2817,所开薪资,2-6K
2818,所开薪资,1-3K
2819,所开薪资,1-4K
2820,所开薪资,2-3K
2821,所开薪资,2-7K
2822,所开薪资,2-3K
2823,所开薪资,2-5K
2824,所开薪资,2-4K
2825,所开薪资,2-3K
2826,所开薪资,2-4K
2827,所开薪资,2-3K
2828,所开薪资,2-3K
2829,所开薪资,2-4K
2830,所开薪资,2-3K
2831,所开薪资,2-4K
2832,所开薪资,2-3K
2833,所开薪资,1-3K
2834,所开薪资,1-2K
2835,所开薪资,1-6K
2836,所开薪资,2-3K
2837,所开薪资,1-6K
2838,所开薪资,1-3K
2839,所开薪资,2-7K
2840,所开薪资,2-3K
2841,所开薪资,2-3K
2842,所开薪资,2-4K
2843,所开薪资,2-4K
2844,所开薪资,2-6K
2845,所开薪资,2-3K
2846,所开薪资,2-5K
2847,所开薪资,2-7K·18薪
2848,所开薪资,2-3K
2849,所开薪资,1-3K
2850,所开薪资,2-3K
2851,所开薪资,1-2K
2852,所开薪资,2-7K
2853,所开薪资,2-4K
2854,所开薪资,1-6K·13薪
2855,所开薪资,2-3K
2856,所开薪资,2-4K
2857,所开薪资,2-5K
2858,所开薪资,2-3K
2859,所开薪资,2-3K
2860,所开薪资,2-4K
2861,所开薪资,2-5K
2862,所开薪资,2-7K
2863,所开薪资,1-3K
2864,所开薪资,2-3K
2865,所开薪资,2-6K
2866,所开薪资,2-4K
2867,所开薪资,1-3K
2868,所开薪资,2-4K
2869,所开薪资,2-4K
2870,所开薪资,2-3K
2871,所开薪资,2-4K
2872,所开薪资,2-4K
2873,所开薪资,2-7K
2874,所开薪资,2-4K
2875,所开薪资,2-5K
2876,所开薪资,2-5K
2877,所开薪资,2-3K
2878,所开薪资,1-2K
2879,所开薪资,2-3K
2880,所开薪资,2-5K
2881,所开薪资,1-2K
2882,所开薪资,2-7K
2883,所开薪资,2-3K
2884,所开薪资,2-4K
2885,所开薪资,2-3K
2886,所开薪资,1-4K
2887,所开薪资,1-2K
2888,所开薪资,2-3K
2889,所开薪资,2-3K
2890,所开薪资,2-3K
2891,所开薪资,2-4K
2892,所开薪资,2-6K
2893,所开薪资,2-5K
2894,所开薪资,2-7K
2895,所开薪资,2-3K
2896,所开薪资,2-3K
2897,所开薪资,2-3K
2898,所开薪资,2-3K
2899,所开薪资,2-3K
2900,所开薪资,1-2K
2901,所开薪资,2-4K·13薪
2902,所开薪资,2-3K
2903,所开薪资,2-3K
2904,所开薪资,2-3K·13薪
2905,所开薪资,2-3K
2906,所开薪资,2-3K
2907,所开薪资,2-3K
2908,所开薪资,2-4K
2909,所开薪资,2-7K
2910,所开薪资,2-3K
2911,所开薪资,1-5K
2912,所开薪资,1-2K
2913,所开薪资,1-5K
2914,所开薪资,2-7K
2915,所开薪资,2-5K
2916,所开薪资,2-4K
2917,所开薪资,1-5K
2918,所开薪资,2-4K
2919,所开薪资,2-4K
2920,所开薪资,2-3K
2921,所开薪资,2-3K
2922,所开薪资,2-3K
2923,所开薪资,2-3K
2924,所开薪资,2-3K
2925,所开薪资,2-4K
2926,所开薪资,2-3K
2927,所开薪资,2-4K
2928,所开薪资,2-6K
2929,所开薪资,2-6K
2930,所开薪资,1-3K·24薪
2931,所开薪资,2-3K
2932,所开薪资,1-6K
2933,所开薪资,2-3K
2934,所开薪资,1-2K
2935,所开薪资,1-3K
2936,所开薪资,2-4K
2937,所开薪资,2-3K
2938,所开薪资,2-5K
2939,所开薪资,2-3K
2940,所开薪资,2-3K
2941,所开薪资,2-6K·13薪
2942,所开薪资,2-6K
2943,所开薪资,2-4K
2944,所开薪资,2-3K
2945,所开薪资,2-6K
2946,所开薪资,2-4K
2947,所开薪资,2-3K
2948,所开薪资,2-4K
2949,所开薪资,2-3K
2950,所开薪资,2-3K
2951,所开薪资,2-3K
2952,所开薪资,2-5K
2953,所开薪资,2-3K
2954,所开薪资,2-5K
2955,所开薪资,2-4K
2956,所开薪资,2-5K
2957,所开薪资,2-4K
2958,所开薪资,1-6K
2959,所开薪资,2-3K
2960,所开薪资,2-6K
2961,所开薪资,2-4K
2962,所开薪资,2-4K
2963,所开薪资,2-5K
2964,所开薪资,2-5K
2965,所开薪资,2-5K
2966,所开薪资,4-6K
2967,所开薪资,3-5K
2968,所开薪资,4-8K
2969,所开薪资,4-5K
2970,所开薪资,3-6K
2971,所开薪资,3-4K
2972,所开薪资,3-8K
2973,所开薪资,3-5K
2974,所开薪资,3-6K
2975,所开薪资,4-9K
2976,所开薪资,4-6K
2977,所开薪资,3-7K
2978,所开薪资,4-5K
2979,所开薪资,3-8K
2980,所开薪资,3-5K·13薪
2981,所开薪资,4-7K
2982,所开薪资,3-5K
2983,所开薪资,4-5K
2984,所开薪资,3-6K
2985,所开薪资,3-6K
2986,所开薪资,4-6K
2987,所开薪资,4-8K
2988,所开薪资,3-5K
2989,所开薪资,4-6K
2990,所开薪资,4-5K
2991,所开薪资,4-5K
2992,所开薪资,4-6K
2993,所开薪资,3-5K
2994,所开薪资,1-6K
2995,所开薪资,4-7K
2996,所开薪资,4-8K
2997,所开薪资,3-8K
2998,所开薪资,3-4K
2999,所开薪资,4-7K
3000,所开薪资,2-7K
3001,所开薪资,2-4K
3002,所开薪资,4-9K
3003,所开薪资,3-6K
3004,所开薪资,4-7K
3005,所开薪资,4-5K
3006,所开薪资,2-4K
3007,所开薪资,4-7K
3008,所开薪资,4-8K
3009,所开薪资,3-6K
3010,所开薪资,3-5K
3011,所开薪资,4-7K
3012,所开薪资,3-8K
3013,所开薪资,2-5K
3014,所开薪资,4-5K
3015,所开薪资,4-6K
3016,所开薪资,3-5K
3017,所开薪资,4-6K
3018,所开薪资,4-6K
3019,所开薪资,4-5K
3020,所开薪资,4-6K
3021,所开薪资,3-8K
3022,所开薪资,3-6K
3023,所开薪资,4-6K
3024,所开薪资,4-8K
3025,所开薪资,4-6K
3026,所开薪资,3-8K
3027,所开薪资,3-6K
3028,所开薪资,4-6K
3029,所开薪资,4-5K
3030,所开薪资,3-4K
3031,所开薪资,3-4K
3032,所开薪资,4-5K
3033,所开薪资,3-4K
3034,所开薪资,3-4K
3035,所开薪资,4-6K
3036,所开薪资,4-8K
3037,所开薪资,4-6K
3038,所开薪资,3-6K
3039,所开薪资,4-6K
3040,所开薪资,3-8K
3041,所开薪资,3-5K
3042,所开薪资,4-7K
3043,所开薪资,3-4K
3044,所开薪资,4-6K
3045,所开薪资,2-4K
3046,所开薪资,4-8K
3047,所开薪资,3-5K
3048,所开薪资,4-5K
3049,所开薪资,2-5K
3050,所开薪资,3-5K
3051,所开薪资,3-5K
3052,所开薪资,4-7K·13薪
3053,所开薪资,4-6K
3054,所开薪资,3-5K
3055,所开薪资,4-6K
3056,所开薪资,4-6K
3057,所开薪资,3-5K
3058,所开薪资,4-5K
3059,所开薪资,3-4K
3060,所开薪资,4-5K
3061,所开薪资,4-8K
3062,所开薪资,4-7K
3063,所开薪资,3-5K
3064,所开薪资,4-6K
3065,所开薪资,3-4K
3066,所开薪资,3-7K
3067,所开薪资,4-5K
3068,所开薪资,3-5K
3069,所开薪资,4-6K
3070,所开薪资,3-5K
3071,所开薪资,4-5K
3072,所开薪资,4-9K
3073,所开薪资,4-6K
3074,所开薪资,4-8K
3075,所开薪资,3-6K
3076,所开薪资,3-6K
3077,所开薪资,3-7K
3078,所开薪资,4-6K
3079,所开薪资,4-5K
3080,所开薪资,3-6K
3081,所开薪资,4-6K
3082,所开薪资,4-8K
3083,所开薪资,4-5K
3084,所开薪资,4-6K
3085,所开薪资,4-5K
3086,所开薪资,4-6K
3087,所开薪资,3-4K
3088,所开薪资,1-6K
3089,所开薪资,3-4K
3090,所开薪资,4-5K
3091,所开薪资,4-8K
3092,所开薪资,4-6K
3093,所开薪资,4-5K
3094,所开薪资,4-8K
3095,所开薪资,3-6K
3096,所开薪资,4-6K
3097,所开薪资,3-8K
3098,所开薪资,3-8K
3099,所开薪资,4-9K
3100,所开薪资,3-5K
3101,所开薪资,3-4K
3102,所开薪资,4-9K
3103,所开薪资,3-6K
3104,所开薪资,4-5K
3105,所开薪资,3-4K
3106,所开薪资,3-8K
3107,所开薪资,4-6K
3108,所开薪资,3-6K
3109,所开薪资,4-6K
3110,所开薪资,3-4K
3111,所开薪资,3-6K
3112,所开薪资,4-6K
3113,所开薪资,3-8K
3114,所开薪资,4-5K
3115,所开薪资,3-4K
3116,所开薪资,4-8K
3117,所开薪资,3-4K·13薪
3118,所开薪资,3-5K
3119,所开薪资,4-6K
3120,所开薪资,3-6K
3121,所开薪资,3-4K
3122,所开薪资,4-8K
3123,所开薪资,4-9K
3124,所开薪资,4-6K
3125,所开薪资,4-5K
3126,所开薪资,3-7K
3127,所开薪资,4-7K
3128,所开薪资,3-4K
3129,所开薪资,4-6K
3130,所开薪资,4-6K
3131,所开薪资,3-6K
3132,所开薪资,4-7K
3133,所开薪资,4-5K
3134,所开薪资,3-5K
3135,所开薪资,4-8K
3136,所开薪资,4-8K
3137,所开薪资,3-8K
3138,所开薪资,4-5K
3139,所开薪资,3-5K
3140,所开薪资,3-6K
3141,所开薪资,4-5K
3142,所开薪资,4-7K
3143,所开薪资,4-5K
3144,所开薪资,3-4K
3145,所开薪资,4-6K
3146,所开薪资,3-5K·13薪
3147,所开薪资,4-9K
3148,所开薪资,3-4K
3149,所开薪资,4-5K
3150,所开薪资,3-5K
3151,所开薪资,4-5K
3152,所开薪资,3-6K
3153,所开薪资,3-4K
3154,所开薪资,3-5K
3155,所开薪资,3-4K
3156,所开薪资,4-8K
3157,所开薪资,4-9K
3158,所开薪资,3-4K
3159,所开薪资,4-9K
3160,所开薪资,4-7K
3161,所开薪资,4-5K
3162,所开薪资,3-5K
3163,所开薪资,2-4K
3164,所开薪资,4-5K
3165,所开薪资,4-6K
3166,所开薪资,3-4K
3167,所开薪资,2-5K
3168,所开薪资,4-8K
3169,所开薪资,3-5K
3170,所开薪资,4-5K
3171,所开薪资,4-7K
3172,所开薪资,3-6K
3173,所开薪资,3-8K
3174,所开薪资,3-4K
3175,所开薪资,4-5K·14薪
3176,所开薪资,3-4K
3177,所开薪资,4-8K
3178,所开薪资,2-4K
3179,所开薪资,3-4K
3180,所开薪资,4-9K
3181,所开薪资,3-4K
3182,所开薪资,3-6K
3183,所开薪资,4-7K
3184,所开薪资,4-6K
3185,所开薪资,4-6K
3186,所开薪资,4-5K
3187,所开薪资,3-5K
3188,所开薪资,4-5K
3189,所开薪资,3-6K
3190,所开薪资,4-5K
3191,所开薪资,4-5K
3192,所开薪资,4-5K
3193,所开薪资,4-5K
3194,所开薪资,2-7K
3195,所开薪资,3-5K
3196,所开薪资,3-8K
3197,所开薪资,3-6K·15薪
3198,所开薪资,4-5K
3199,所开薪资,3-8K
3200,所开薪资,3-4K
3201,所开薪资,4-6K
3202,所开薪资,4-9K
3203,所开薪资,4-9K
3204,所开薪资,4-6K
3205,所开薪资,4-7K
3206,所开薪资,4-8K
3207,所开薪资,4-9K
3208,所开薪资,3-8K
3209,所开薪资,4-5K
3210,所开薪资,4-8K
3211,所开薪资,4-6K
3212,所开薪资,3-5K·13薪
3213,所开薪资,3-5K
3214,所开薪资,4-5K
3215,所开薪资,2-5K
3216,所开薪资,1-4K
3217,所开薪资,4-6K·13薪
3218,所开薪资,4-5K
3219,所开薪资,2-4K
3220,所开薪资,4-8K
3221,所开薪资,4-7K
3222,所开薪资,3-6K
3223,所开薪资,4-6K
