id,Predicate,Object
28,技能要求,jquery
28,技能要求,photoshop
28,知识要求,计算机
28,公司名称,西安拾久网络科技有限公司
28,城市,西安
28,职位名称,初级web前端工程师
28,职位类别,前端
28,是否实习,全职
28,薪资,2-4K
28,学历要求,大专
29,技能要求,element
29,技能要求,vue
29,技能要求,前端
29,技能要求,小程序
29,公司名称,北京中环宏图软件有限公司
29,城市,保定
29,职位名称,前端开发
29,职位类别,前端
29,是否实习,全职
29,薪资,2-6K
29,学历要求,大专
30,技能要求,css
30,技能要求,es6
30,技能要求,html5
30,技能要求,javascript
30,技能要求,react
30,技能要求,vue
30,技能要求,后端
30,技能要求,前端
30,技能要求,优化
30,素养要求,逻辑
30,素养要求,效率
30,公司名称,广西杰思信息科技有限公司
30,城市,北海
30,职位名称,web前端开发实习生
30,职位类别,前端
30,是否实习,实习
30,薪资,2-3K
30,学历要求,大专
31,技能要求,css
31,技能要求,html
31,技能要求,js
31,技能要求,web
31,技能要求,前端
31,技能要求,数据库
31,素养要求,按时
31,素养要求,团队
31,素养要求,协作
31,公司名称,吉林省云领科技有限公司
31,城市,长春
31,职位名称,前端实习生
31,职位类别,前端
31,是否实习,实习
31,薪资,2-6K
31,学历要求,大专
32,技能要求,小程序
32,素养要求,管理
32,公司名称,佛山市尚品优品科技有限公司
32,城市,佛山
32,职位名称,web前端
32,职位类别,前端
32,是否实习,全职
32,薪资,2-7K
32,学历要求,大专
33,技能要求,css
33,技能要求,html
33,技能要求,js
33,技能要求,vue
33,技能要求,前端
33,公司名称,龙岩市新罗区创和智联贸易有限公司
33,城市,龙岩
33,职位名称,前端开发（实习生）
33,职位类别,前端
33,是否实习,实习
33,薪资,2-3K
33,学历要求,大专
34,技能要求,c
34,技能要求,css
34,技能要求,ES6
34,技能要求,html
34,技能要求,javascript
34,技能要求,nodejs
34,技能要求,react
34,技能要求,typescript
34,技能要求,vue
34,技能要求,vuex
34,技能要求,web
34,技能要求,后端
34,技能要求,前端
34,知识要求,计算机
34,素养要求,按时
34,素养要求,沟通
34,素养要求,团队
34,素养要求,协作
34,公司名称,吉林省集星科技有限公司
34,城市,长春
34,职位名称,web前端实习生
34,职位类别,前端
34,是否实习,实习
34,薪资,2-4K
34,学历要求,大专
35,技能要求,app
35,技能要求,css
35,技能要求,git
35,技能要求,H5
35,技能要求,javascript
35,技能要求,spring
35,技能要求,sql
35,技能要求,vue
35,技能要求,web
35,技能要求,前端
35,知识要求,计算机
35,知识要求,设计模式
35,素养要求,分析
35,素养要求,积极
35,素养要求,团队
35,素养要求,学习能力
35,公司名称,广州豆苗信息科技有限公司
35,城市,广州
35,职位名称,WEB前端开发（实习）
35,职位类别,前端
35,是否实习,实习
35,薪资,2-4K
35,学历要求,大专
36,素养要求,吃苦
36,素养要求,分析
36,素养要求,沟通
36,素养要求,积极
36,素养要求,抗压
36,素养要求,总结
36,公司名称,华勤技术股份有限公司
36,城市,无锡
36,职位名称,软件测试工程师
36,职位类别,测试
36,是否实习,全职
36,薪资,2-7K·13薪
36,学历要求,大专
37,技能要求,ajax
37,技能要求,css
37,技能要求,html
37,技能要求,javascript
37,技能要求,jquery
37,技能要求,ps
37,技能要求,前端
37,技能要求,小程序
37,知识要求,计算机
37,公司名称,广元匠艺软件开发有限公司
37,城市,广元
37,职位名称,前端开发
37,职位类别,前端
37,是否实习,全职
37,薪资,2-3K
37,学历要求,大专
38,技能要求,ajax
38,技能要求,css
38,技能要求,CSS3
38,技能要求,ES6
38,技能要求,H5
38,技能要求,html
38,技能要求,HTML5
38,技能要求,javascript
38,技能要求,web
38,技能要求,前端
38,技能要求,优化
38,知识要求,http
38,知识要求,计算机
38,素养要求,分析
38,素养要求,沟通
38,素养要求,逻辑
38,素养要求,团队
38,素养要求,协作
38,素养要求,学习能力
38,公司名称,福州乐焰数据科技有限公司
38,城市,福州
38,职位名称,（实习）WEB前端开发工程师
38,职位类别,前端
38,是否实习,实习
38,薪资,2-5K
38,学历要求,大专
39,素养要求,积极
39,素养要求,配合
39,素养要求,总结
39,公司名称,河北润华工程建设设计有限公司
39,城市,石家庄
39,职位名称,建筑工程师
39,职位类别,暂无分类
39,是否实习,全职
39,薪资,2-5K
39,学历要求,大专
40,技能要求,优化
40,素养要求,分析
40,公司名称,长春弘毅通信科技有限公司
40,城市,抚顺
40,职位名称,5g通信工程师
40,职位类别,暂无分类
40,是否实习,全职
40,薪资,2-3K
40,学历要求,大专
41,技能要求,app
41,技能要求,css
41,技能要求,echarts
41,技能要求,element
41,技能要求,es6
41,技能要求,git
41,技能要求,h5
41,技能要求,html5
41,技能要求,js
41,技能要求,uniapp
41,技能要求,vue
41,技能要求,vue3
41,技能要求,调试
41,技能要求,前端
41,技能要求,小程序
41,知识要求,ip
41,素养要求,沟通
41,素养要求,管理
41,公司名称,广州漫薪网络科技有限公司
41,城市,广州
41,职位名称,前端Vue开发实习生
41,职位类别,前端
41,是否实习,实习
41,薪资,2-5K
41,学历要求,大专
42,技能要求,ajax
42,技能要求,angular
42,技能要求,bootstrap
42,技能要求,css
42,技能要求,CSS3
42,技能要求,html
42,技能要求,HTML5
42,技能要求,javascript
42,技能要求,jquery
42,技能要求,js
42,技能要求,vue
42,技能要求,W3C
42,技能要求,web
42,技能要求,前端
42,技能要求,优化
42,知识要求,W3C
42,素养要求,按时
42,素养要求,创新
42,素养要求,独立
42,素养要求,沟通
42,素养要求,合作
42,素养要求,团队
42,素养要求,协作
42,素养要求,严谨
42,公司名称,广州八斗软件科技有限公司
42,城市,广州
42,职位名称,web前端实习生
42,职位类别,前端
42,是否实习,实习
42,薪资,2-4K
42,学历要求,大专
43,技能要求,css
43,技能要求,ES6
43,技能要求,git
43,技能要求,h5
43,技能要求,html
43,技能要求,vue
43,技能要求,web
43,技能要求,webpack
43,技能要求,前端
43,技能要求,小程序
43,知识要求,ip
43,素养要求,分析
43,素养要求,沟通
43,素养要求,逻辑
43,素养要求,团队
43,公司名称,南京苏艾科软件技术有限公司
43,城市,南京
43,职位名称,web前端开发工程师
43,职位类别,前端
43,是否实习,全职
43,薪资,2-4K
43,学历要求,大专
44,技能要求,CSS3
44,技能要求,HTML5
44,技能要求,js
44,技能要求,json
44,技能要求,vue
44,技能要求,调试
44,技能要求,小程序
44,知识要求,计算机
44,知识要求,软件工程
44,素养要求,沟通
44,素养要求,团队
44,素养要求,协作
44,素养要求,学习能力
44,公司名称,西安仟佰字码信息技术服务有限公司
44,城市,西安
44,职位名称,前端实习生
44,职位类别,前端
44,是否实习,实习
44,薪资,1-2K
44,学历要求,大专
45,技能要求,app
45,技能要求,H5
45,技能要求,ui
45,技能要求,后端
45,技能要求,前端
45,技能要求,小程序
45,素养要求,配合
45,公司名称,重庆东磐科技有限公司
45,城市,重庆
45,职位名称,前端开发工程师
45,职位类别,前端
45,是否实习,全职
45,薪资,2-3K
45,学历要求,大专
46,技能要求,ajax
46,技能要求,angular
46,技能要求,css
46,技能要求,git
46,技能要求,html5
46,技能要求,javascript
46,技能要求,js
46,技能要求,vue
46,公司名称,纳思达科技（大连）有限公司
46,城市,未知
46,职位名称,前端开发实习生
46,职位类别,前端
46,是否实习,实习
46,薪资,1-2K
46,学历要求,大专
47,技能要求,web
47,技能要求,后端
47,技能要求,前端
47,技能要求,小程序
47,素养要求,吃苦
47,素养要求,沟通
47,公司名称,深圳摩米贝尔科技有限公司
47,城市,深圳
47,职位名称,前端工程师实习生
47,职位类别,前端
47,是否实习,实习
47,薪资,1-4K
47,学历要求,大专
48,技能要求,css
48,技能要求,html
48,技能要求,HTML5
48,技能要求,javascript
48,技能要求,jquery
48,技能要求,js
48,技能要求,vue
48,技能要求,web
48,技能要求,前端
48,公司名称,南昌象牙网络科技有限公司
48,城市,南昌
48,职位名称,前端实习生
48,职位类别,前端
48,是否实习,实习
48,薪资,1-2K
48,学历要求,大专
49,技能要求,项目经验
49,知识要求,计算机
49,公司名称,宜阳县七度软件开发工作室
49,城市,洛阳
49,职位名称,前端开发工程师
49,职位类别,前端
49,是否实习,全职
49,薪资,2-4K
49,学历要求,大专
50,技能要求,ajax
50,技能要求,css
50,技能要求,HTML5
50,技能要求,jquery
50,技能要求,js
50,技能要求,mybatis
50,技能要求,react
50,技能要求,springboot
50,技能要求,springcloud
50,技能要求,ui
50,技能要求,vue
50,技能要求,web
50,技能要求,后端
50,技能要求,前端
50,知识要求,软件工程
50,知识要求,硬件
50,素养要求,团队
50,素养要求,协作
50,素养要求,学习能力
50,公司名称,辽宁瑞丰自动控制有限公司
50,城市,鞍山
50,职位名称,前端工程师
50,职位类别,前端
50,是否实习,全职
50,薪资,2-7K
50,学历要求,大专
51,技能要求,html
51,技能要求,前端
51,素养要求,独立
51,公司名称,海之诺传媒（大连）有限公司
51,城市,大连
51,职位名称,web前端
51,职位类别,前端
51,是否实习,全职
51,薪资,2-5K
51,学历要求,大专
52,技能要求,网络安全
52,公司名称,山西灿森网络科技有限公司
52,城市,晋城
52,职位名称,网络工程师
52,职位类别,网络/系统安全
52,是否实习,全职
52,薪资,2-5K
52,学历要求,大专
53,技能要求,css
53,技能要求,html
53,技能要求,ps
53,技能要求,vue
53,技能要求,小程序
53,公司名称,浙江衢州鹿鸣信息技术有限公司
53,城市,衢州
53,职位名称,web前端
53,职位类别,前端
53,是否实习,全职
53,薪资,2-4K
53,学历要求,大专
54,技能要求,ajax
54,技能要求,bootstrap
54,技能要求,CSS3
54,技能要求,element
54,技能要求,ES6
54,技能要求,html
54,技能要求,javascript
54,技能要求,jquery
54,技能要求,js
54,技能要求,nodejs
54,技能要求,ui
54,技能要求,uniapp
54,技能要求,vue
54,技能要求,web
54,技能要求,后端
54,技能要求,前端
54,知识要求,计算机
54,素养要求,独立
54,素养要求,沟通
54,素养要求,逻辑
54,素养要求,团队
54,素养要求,协作
54,公司名称,湖北朋悦科技集团有限公司
54,城市,武汉
54,职位名称,（实习生）前端工程师
54,职位类别,前端
54,是否实习,实习
54,薪资,2-3K
54,学历要求,大专
55,技能要求,css
55,技能要求,git
55,技能要求,html
55,技能要求,javascript
55,技能要求,react
55,技能要求,vue
55,技能要求,前端
55,技能要求,优化
55,知识要求,计算机
55,素养要求,按时
55,素养要求,沟通
55,素养要求,管理
55,素养要求,合作
55,素养要求,团队
55,素养要求,学习能力
55,公司名称,先之（杭州）教育科技有限公司
55,城市,杭州
55,职位名称,前端开发工程师(实习生)
55,职位类别,前端
55,是否实习,实习
55,薪资,2-3K
55,学历要求,大专
56,技能要求,ajax
56,技能要求,angular
56,技能要求,css
56,技能要求,design
56,技能要求,element
56,技能要求,HTML5
56,技能要求,js
56,技能要求,react
56,技能要求,ui
56,技能要求,vue
56,技能要求,web
56,技能要求,后端
56,技能要求,前端
56,技能要求,优化
56,素养要求,配合
56,公司名称,广西依客科技有限公司
56,城市,南宁
56,职位名称,WEB前端开发工程师实习岗
56,职位类别,前端
56,是否实习,实习
56,薪资,2-4K
56,学历要求,大专
57,素养要求,分析
57,素养要求,团队
57,公司名称,安庆市宾利知识产权运营管理有限公司
57,城市,安庆
57,职位名称,专利工程师
57,职位类别,暂无分类
57,是否实习,全职
57,薪资,2-3K
57,学历要求,大专
58,技能要求,ant
58,技能要求,css
58,技能要求,CSS3
58,技能要求,ES6
58,技能要求,HTML5
58,技能要求,javascript
58,技能要求,js
58,技能要求,node
58,技能要求,uniapp
58,技能要求,vue
58,技能要求,web
58,技能要求,webpack
58,技能要求,前端
58,技能要求,优化
58,知识要求,计算机
58,素养要求,按时
58,素养要求,沟通
58,素养要求,合作
58,素养要求,配合
58,素养要求,团队
58,素养要求,问题解决
58,素养要求,学习能力
58,公司名称,江西莫比乌斯科技有限公司
58,城市,南昌
58,职位名称,前端开发实习生
58,职位类别,前端
58,是否实习,实习
58,薪资,2-4K
58,学历要求,大专
59,技能要求,app
59,技能要求,CSS3
59,技能要求,HTML5
59,技能要求,javascript
59,技能要求,web
59,技能要求,调试
59,技能要求,前端
59,技能要求,优化
59,知识要求,自动化
59,素养要求,沟通
59,素养要求,合作
59,素养要求,积极
59,素养要求,团队
59,素养要求,协作
59,素养要求,学习能力
59,公司名称,吉奥时空信息技术股份有限公司
59,城市,武汉
59,职位名称,初级web前端工程师
59,职位类别,前端
59,是否实习,全职
59,薪资,2-4K
59,学历要求,大专
60,技能要求,ajax
60,技能要求,H5
60,技能要求,html
60,技能要求,js
60,技能要求,php
60,技能要求,uniapp
60,技能要求,vue
60,技能要求,web
60,技能要求,前端
60,技能要求,小程序
60,知识要求,计算机
60,公司名称,北京熵比特科技有限公司
60,城市,北京
60,职位名称,web前端～兼职、远程办公
60,职位类别,前端
60,是否实习,全职
60,薪资,2-4K
60,学历要求,大专
61,技能要求,bootstrap
61,技能要求,css
61,技能要求,html
61,技能要求,js
61,技能要求,前端
61,公司名称,重庆夸米网络科技有限公司
61,城市,开封
61,职位名称,前端开发/网页制作
61,职位类别,前端
61,是否实习,全职
61,薪资,2-3K
61,学历要求,大专
62,技能要求,angularjs
62,技能要求,css
62,技能要求,div
62,技能要求,html
62,技能要求,HTML5
62,技能要求,javascript
62,技能要求,jquery
62,技能要求,js
62,技能要求,web
62,技能要求,前端
62,技能要求,优化
62,素养要求,独立
62,素养要求,分析
62,素养要求,管理
62,素养要求,配合
62,公司名称,山东翔卡电子商务有限公司
62,城市,济宁
62,职位名称,Web前端开发（应届）
62,职位类别,前端
62,是否实习,全职
62,薪资,2-3K
62,学历要求,大专
63,知识要求,电路
63,知识要求,硬件
63,公司名称,太原言必行科技有限责任公司
63,城市,太原
63,职位名称,初级硬件工程师
63,职位类别,硬件
63,是否实习,全职
63,薪资,1-4K
63,学历要求,大专
64,技能要求,vr
64,知识要求,ip
64,素养要求,沟通
64,素养要求,团队
64,公司名称,天津联筑建筑科技有限公司
64,城市,重庆
64,职位名称,bim助理工程师
64,职位类别,暂无分类
64,是否实习,全职
64,薪资,2-6K
64,学历要求,大专
65,公司名称,内蒙古安洛凯工程技术咨询有限公司
65,城市,包头
65,职位名称,节能工程师
65,职位类别,暂无分类
65,是否实习,全职
65,薪资,2-7K
65,学历要求,大专
66,知识要求,计算机
66,知识要求,数据结构
66,公司名称,北京睿智皓天微电子科技有限公司
66,城市,成都
66,职位名称,嵌入式研发工程师
66,职位类别,硬件
66,是否实习,全职
66,薪资,2-7K
66,学历要求,大专
67,技能要求,web
67,技能要求,前端
67,公司名称,重庆领达信息技术有限公司
67,城市,重庆
67,职位名称,初级前端开发工程师
67,职位类别,前端
67,是否实习,全职
67,薪资,2-5K
67,学历要求,大专
68,技能要求,css
68,技能要求,html
68,技能要求,javascript
68,技能要求,前端
68,知识要求,计算机
68,知识要求,通信
68,素养要求,吃苦
68,素养要求,沟通
68,素养要求,积极
68,素养要求,团队
68,素养要求,学习能力
68,公司名称,北京智源视界科技有限公司
68,城市,北京
68,职位名称,Web前端开发工程师（实习生）
68,职位类别,前端
68,是否实习,实习
68,薪资,2-4K
68,学历要求,大专
69,技能要求,数据库
69,素养要求,管理
69,素养要求,逻辑
69,公司名称,镇江拓蝶软件科技有限公司
69,城市,镇江
69,职位名称,ERP开发工程师
69,职位类别,暂无分类
69,是否实习,全职
69,薪资,2-6K
69,学历要求,大专
70,技能要求,cad
70,技能要求,办公软件
70,知识要求,控制
70,素养要求,沟通
70,素养要求,合作
70,素养要求,团队
70,素养要求,严谨
70,公司名称,自贡兴建建设项目管理有限公司
70,城市,自贡
70,职位名称,土建造价工程师
70,职位类别,暂无分类
70,是否实习,全职
70,薪资,2-7K
70,学历要求,大专
71,公司名称,宿州仕良信息科技有限公司
71,城市,宿州
71,职位名称,专利工程师
71,职位类别,暂无分类
71,是否实习,全职
71,薪资,2-5K
71,学历要求,大专
72,技能要求,css
72,技能要求,html5
72,技能要求,ps
72,技能要求,web
72,技能要求,前端
72,公司名称,武汉世纪先锋网络技术有限公司
72,城市,武汉
72,职位名称,前端开发工程师实习生
72,职位类别,前端
72,是否实习,实习
72,薪资,2-3K
72,学历要求,大专
73,技能要求,java
73,技能要求,前端
73,知识要求,数据结构
73,知识要求,算法
73,素养要求,分析
73,素养要求,团队
73,素养要求,协作
73,素养要求,学习能力
73,公司名称,东营市传智信息技术有限公司
73,城市,东营
73,职位名称,实习软件工程师
73,职位类别,软件工程师
73,是否实习,实习
73,薪资,2-3K
73,学历要求,大专
74,技能要求,php
74,技能要求,前端
74,素养要求,独立
74,素养要求,管理
74,公司名称,河北云猫众创空间有限公司
74,城市,石家庄
74,职位名称,php后端 前端（实习生）
74,职位类别,前端
74,是否实习,实习
74,薪资,1-2K
74,学历要求,大专
75,技能要求,CSS3
75,技能要求,git
75,技能要求,Html5
75,技能要求,javascript
75,技能要求,vue
75,技能要求,Vue3
75,技能要求,web
75,技能要求,前端
75,技能要求,优化
75,技能要求,项目经验
75,素养要求,分析
75,素养要求,逻辑
75,素养要求,配合
75,公司名称,易视线（厦门）科技有限公司
75,城市,厦门
75,职位名称,初级前端
75,职位类别,前端
75,是否实习,全职
75,薪资,2-3K
75,学历要求,大专
76,技能要求,J2EE
76,技能要求,jquery
76,技能要求,mybatis
76,技能要求,mysql
76,技能要求,server
76,技能要求,spring
76,技能要求,springcloud
76,技能要求,springmvc
76,技能要求,sql
76,技能要求,前端
76,技能要求,数据库
76,技能要求,模块化
76,技能要求,项目经验
76,知识要求,计算机
