职位id,关系,城市
4357,所在城市,上海
4358,所在城市,北京
4359,所在城市,上海
4360,所在城市,镇江
4361,所在城市,上海
4362,所在城市,南宁
4363,所在城市,上海
4364,所在城市,张家
4365,所在城市,成都
4366,所在城市,上海
4367,所在城市,广州
4368,所在城市,克拉
4369,所在城市,大连
4370,所在城市,海口
4371,所在城市,徐州
4372,所在城市,南京
4373,所在城市,济南
4374,所在城市,宜昌
4375,所在城市,临沂
4376,所在城市,嘉兴
4377,所在城市,广州
4378,所在城市,杭州
4379,所在城市,武汉
4380,所在城市,上海
4381,所在城市,武汉
4382,所在城市,东莞
4383,所在城市,大连
4384,所在城市,东莞
4385,所在城市,上海
4386,所在城市,上海
4387,所在城市,宁波
4388,所在城市,成都
4389,所在城市,广州
4390,所在城市,苏州
4391,所在城市,苏州
4392,所在城市,武汉
4393,所在城市,深圳
4394,所在城市,南京
4395,所在城市,深圳
4396,所在城市,南京
4397,所在城市,广州
4398,所在城市,南通
4399,所在城市,东莞
4400,所在城市,苏州
4401,所在城市,广州
4402,所在城市,洛阳
4403,所在城市,上海
4404,所在城市,温州
4405,所在城市,深圳
4406,所在城市,苏州
4407,所在城市,成都
4408,所在城市,深圳
4409,所在城市,深圳
4410,所在城市,西安
4411,所在城市,深圳
4412,所在城市,深圳
4413,所在城市,苏州
4414,所在城市,东莞
4415,所在城市,深圳
4416,所在城市,苏州
4417,所在城市,上海
4418,所在城市,深圳
4419,所在城市,武汉
4420,所在城市,贵阳
4421,所在城市,济南
4422,所在城市,深圳
4423,所在城市,杭州
4424,所在城市,重庆
4425,所在城市,未知
4426,所在城市,苏州
4427,所在城市,深圳
4428,所在城市,佛山
4429,所在城市,东莞
4430,所在城市,深圳
4431,所在城市,上海
4432,所在城市,福州
4433,所在城市,深圳
4434,所在城市,苏州
4435,所在城市,深圳
4436,所在城市,贵阳
4437,所在城市,深圳
4438,所在城市,中山
4439,所在城市,北京
4440,所在城市,连云
4441,所在城市,嘉兴
4442,所在城市,大连
4443,所在城市,上海
4444,所在城市,上海
4445,所在城市,深圳
4446,所在城市,长沙
4447,所在城市,东莞
4448,所在城市,无锡
4449,所在城市,武汉
4450,所在城市,深圳
4451,所在城市,成都
4452,所在城市,深圳
4453,所在城市,深圳
4454,所在城市,中山
4455,所在城市,东莞
4456,所在城市,无锡
4457,所在城市,武汉
4458,所在城市,深圳
4459,所在城市,徐州
4460,所在城市,珠海
4461,所在城市,上海
4462,所在城市,天津
4463,所在城市,福州
4464,所在城市,深圳
4465,所在城市,深圳
4466,所在城市,苏州
4467,所在城市,东莞
4468,所在城市,南京
4469,所在城市,深圳
4470,所在城市,东莞
4471,所在城市,深圳
4472,所在城市,常州
4473,所在城市,深圳
4474,所在城市,深圳
4475,所在城市,东莞
4476,所在城市,中山
4477,所在城市,福州
4478,所在城市,青岛
4479,所在城市,济南
4480,所在城市,沈阳
4481,所在城市,广州
4482,所在城市,东莞
4483,所在城市,东莞
4484,所在城市,西安
4485,所在城市,深圳
4486,所在城市,武汉
4487,所在城市,深圳
4488,所在城市,青岛
4489,所在城市,东莞
4490,所在城市,大连
4491,所在城市,深圳
4492,所在城市,东莞
4493,所在城市,绵阳
4494,所在城市,哈尔滨
4495,所在城市,深圳
4496,所在城市,天津
4497,所在城市,厦门
4498,所在城市,西安
4499,所在城市,北京
4500,所在城市,深圳
4501,所在城市,深圳
4502,所在城市,南昌
4503,所在城市,上海
4504,所在城市,西安
4505,所在城市,常德
4506,所在城市,上海
4507,所在城市,苏州
4508,所在城市,深圳
4509,所在城市,东莞
4510,所在城市,苏州
4511,所在城市,泉州
4512,所在城市,深圳
4513,所在城市,深圳
4514,所在城市,宁波
4515,所在城市,武汉
4516,所在城市,深圳
4517,所在城市,深圳
4518,所在城市,无锡
4519,所在城市,珠海
4520,所在城市,佛山
4521,所在城市,成都
4522,所在城市,深圳
4523,所在城市,苏州
4524,所在城市,金华
4525,所在城市,温州
4526,所在城市,苏州
4527,所在城市,东莞
4528,所在城市,漳州
4529,所在城市,重庆
4530,所在城市,深圳
4531,所在城市,广州
4532,所在城市,无锡
4533,所在城市,西安
4534,所在城市,深圳
4535,所在城市,广州
4536,所在城市,惠州
4537,所在城市,广州
4538,所在城市,苏州
4539,所在城市,潍坊
4540,所在城市,南阳
4541,所在城市,西安
4542,所在城市,济南
4543,所在城市,济南
4544,所在城市,东莞
4545,所在城市,泉州
4546,所在城市,东莞
4547,所在城市,苏州
4548,所在城市,广州
4549,所在城市,广州
4550,所在城市,广州
4551,所在城市,苏州
4552,所在城市,合肥
4553,所在城市,重庆
4554,所在城市,深圳
4555,所在城市,深圳
4556,所在城市,广州
4557,所在城市,深圳
4558,所在城市,东莞
4559,所在城市,苏州
4560,所在城市,深圳
4561,所在城市,深圳
4562,所在城市,深圳
4563,所在城市,深圳
4564,所在城市,长春
4565,所在城市,佛山
4566,所在城市,深圳
4567,所在城市,深圳
4568,所在城市,广州
4569,所在城市,衢州
4570,所在城市,宁波
4571,所在城市,上海
4572,所在城市,镇江
4573,所在城市,北京
4574,所在城市,深圳
4575,所在城市,上海
4576,所在城市,济南
4577,所在城市,沈阳
4578,所在城市,南京
4579,所在城市,上海
4580,所在城市,天津
4581,所在城市,武汉
4582,所在城市,深圳
4583,所在城市,深圳
4584,所在城市,深圳
4585,所在城市,保定
4586,所在城市,上海
4587,所在城市,广州
4588,所在城市,厦门
4589,所在城市,漳州
4590,所在城市,北京
4591,所在城市,珠海
4592,所在城市,郑州
4593,所在城市,深圳
4594,所在城市,绍兴
4595,所在城市,成都
4596,所在城市,东莞
4597,所在城市,深圳
4598,所在城市,常州
4599,所在城市,南京
4600,所在城市,杭州
4601,所在城市,北京
4602,所在城市,常州
4603,所在城市,深圳
4604,所在城市,深圳
4605,所在城市,宿迁
4606,所在城市,深圳
4607,所在城市,无锡
4608,所在城市,深圳
4609,所在城市,广州
4610,所在城市,常州
4611,所在城市,深圳
4612,所在城市,上海
4613,所在城市,广州
4614,所在城市,中山
4615,所在城市,宁波
4616,所在城市,南京
4617,所在城市,珠海
4618,所在城市,上海
4619,所在城市,保定
4620,所在城市,深圳
4621,所在城市,东莞
4622,所在城市,武汉
4623,所在城市,深圳
4624,所在城市,宁波
4625,所在城市,深圳
4626,所在城市,深圳
4627,所在城市,深圳
4628,所在城市,苏州
4629,所在城市,东莞
4630,所在城市,苏州
4631,所在城市,苏州
4632,所在城市,东莞
4633,所在城市,深圳
4634,所在城市,北京
4635,所在城市,深圳
4636,所在城市,上海
4637,所在城市,深圳
4638,所在城市,上海
4639,所在城市,宁波
4640,所在城市,深圳
4641,所在城市,东莞
4642,所在城市,深圳
4643,所在城市,深圳
4644,所在城市,深圳
4645,所在城市,上海
4646,所在城市,深圳
4647,所在城市,常州
4648,所在城市,苏州
4649,所在城市,北京
4650,所在城市,苏州
4651,所在城市,西安
4652,所在城市,深圳
4653,所在城市,上海
4654,所在城市,深圳
4655,所在城市,深圳
4656,所在城市,苏州
4657,所在城市,武汉
4658,所在城市,苏州
4659,所在城市,深圳
4660,所在城市,深圳
4661,所在城市,上海
4662,所在城市,深圳
4663,所在城市,深圳
4664,所在城市,苏州
4665,所在城市,苏州
4666,所在城市,深圳
4667,所在城市,深圳
4668,所在城市,珠海
4669,所在城市,上海
4670,所在城市,上海
4671,所在城市,东莞
4672,所在城市,深圳
4673,所在城市,东莞
4674,所在城市,深圳
4675,所在城市,深圳
4676,所在城市,南昌
4677,所在城市,深圳
4678,所在城市,惠州
4679,所在城市,西安
4680,所在城市,深圳
4681,所在城市,广州
4682,所在城市,北京
4683,所在城市,上海
4684,所在城市,上海
4685,所在城市,深圳
4686,所在城市,深圳
4687,所在城市,武汉
4688,所在城市,深圳
4689,所在城市,深圳
4690,所在城市,西安
4691,所在城市,上海
4692,所在城市,上海
4693,所在城市,深圳
4694,所在城市,宁波
4695,所在城市,武汉
4696,所在城市,宁波
4697,所在城市,北京
4698,所在城市,深圳
4699,所在城市,中山
4700,所在城市,上海
4701,所在城市,北京
4702,所在城市,苏州
4703,所在城市,深圳
4704,所在城市,东莞
4705,所在城市,常州
4706,所在城市,苏州
4707,所在城市,深圳
4708,所在城市,无锡
4709,所在城市,深圳
4710,所在城市,东莞
4711,所在城市,上海
4712,所在城市,宜宾
4713,所在城市,深圳
4714,所在城市,广州
4715,所在城市,天津
4716,所在城市,东莞
4717,所在城市,苏州
4718,所在城市,东莞
4719,所在城市,深圳
4720,所在城市,青岛
4721,所在城市,中山
4722,所在城市,深圳
4723,所在城市,北京
4724,所在城市,嘉兴
4725,所在城市,广州
4726,所在城市,深圳
4727,所在城市,苏州
4728,所在城市,深圳
4729,所在城市,深圳
4730,所在城市,上海
4731,所在城市,深圳
4732,所在城市,深圳
4733,所在城市,成都
4734,所在城市,西安
4735,所在城市,北京
4736,所在城市,深圳
4737,所在城市,东莞
4738,所在城市,深圳
4739,所在城市,深圳
4740,所在城市,南昌
4741,所在城市,深圳
4742,所在城市,宁波
4743,所在城市,深圳
4744,所在城市,广州
4745,所在城市,北京
4746,所在城市,上海
4747,所在城市,上海
4748,所在城市,深圳
4749,所在城市,武汉
4750,所在城市,北京
4751,所在城市,深圳
4752,所在城市,中山
4753,所在城市,上海
4754,所在城市,上海
4755,所在城市,深圳
4756,所在城市,无锡
4757,所在城市,深圳
4758,所在城市,东莞
4759,所在城市,上海
4760,所在城市,武汉
4761,所在城市,深圳
4762,所在城市,深圳
4763,所在城市,上海
4764,所在城市,深圳
4765,所在城市,苏州
4766,所在城市,深圳
4767,所在城市,深圳
4768,所在城市,东莞
4769,所在城市,广州
4770,所在城市,广州
4771,所在城市,深圳
4772,所在城市,宁波
4773,所在城市,上海
4774,所在城市,惠州
4775,所在城市,深圳
4776,所在城市,上海
4777,所在城市,苏州
4778,所在城市,深圳
4779,所在城市,深圳
4780,所在城市,苏州
4781,所在城市,深圳
4782,所在城市,北京
4783,所在城市,深圳
4784,所在城市,深圳
4785,所在城市,上海
4786,所在城市,东莞
4787,所在城市,东莞
4788,所在城市,上海
4789,所在城市,上海
4790,所在城市,深圳
4791,所在城市,南通
4792,所在城市,上海
4793,所在城市,深圳
4794,所在城市,长沙
4795,所在城市,上海
4796,所在城市,东莞
4797,所在城市,深圳
4798,所在城市,南通
4799,所在城市,东莞
4800,所在城市,深圳
4801,所在城市,深圳
4802,所在城市,深圳
4803,所在城市,深圳
4804,所在城市,苏州
4805,所在城市,深圳
4806,所在城市,深圳
4807,所在城市,重庆
4808,所在城市,深圳
4809,所在城市,上海
4810,所在城市,深圳
4811,所在城市,深圳
4812,所在城市,南京
4813,所在城市,深圳
4814,所在城市,大连
4815,所在城市,北京
4816,所在城市,深圳
4817,所在城市,广州
4818,所在城市,深圳
4819,所在城市,成都
4820,所在城市,东莞
4821,所在城市,深圳
4822,所在城市,广州
4823,所在城市,北京
4824,所在城市,苏州
4825,所在城市,武汉
4826,所在城市,苏州
4827,所在城市,深圳
4828,所在城市,大连
4829,所在城市,杭州
4830,所在城市,广州
4831,所在城市,深圳
4832,所在城市,珠海
4833,所在城市,深圳
4834,所在城市,深圳
4835,所在城市,宁波
4836,所在城市,苏州
4837,所在城市,北京
4838,所在城市,上海
4839,所在城市,深圳
4840,所在城市,深圳
4841,所在城市,深圳
4842,所在城市,厦门
4843,所在城市,上海
4844,所在城市,深圳
4845,所在城市,深圳
4846,所在城市,北京
4847,所在城市,上海
4848,所在城市,深圳
4849,所在城市,上海
4850,所在城市,苏州
4851,所在城市,深圳
4852,所在城市,泉州
4853,所在城市,北京
4854,所在城市,北京
4855,所在城市,上海
4856,所在城市,海口
4857,所在城市,南昌
4858,所在城市,十堰
4859,所在城市,杭州
4860,所在城市,上海
4861,所在城市,上海
4862,所在城市,北京
4863,所在城市,上海
4864,所在城市,广州
4865,所在城市,成都
4866,所在城市,成都
4867,所在城市,杭州
4868,所在城市,未知
4869,所在城市,广州
4870,所在城市,南宁
4871,所在城市,无锡
4872,所在城市,上海
4873,所在城市,上海
4874,所在城市,上海
4875,所在城市,北京
4876,所在城市,深圳
4877,所在城市,深圳
4878,所在城市,南昌
4879,所在城市,东莞
4880,所在城市,北京
4881,所在城市,武汉
4882,所在城市,上海
4883,所在城市,深圳
4884,所在城市,深圳
4885,所在城市,广州
4886,所在城市,北京
4887,所在城市,北京
4888,所在城市,南京
4889,所在城市,深圳
4890,所在城市,大连
4891,所在城市,杭州
4892,所在城市,北京
4893,所在城市,天津
4894,所在城市,呼和浩特
4895,所在城市,深圳
4896,所在城市,上海
4897,所在城市,上海
4898,所在城市,上海
4899,所在城市,深圳
4900,所在城市,西安
4901,所在城市,杭州
4902,所在城市,北京
4903,所在城市,邯郸
4904,所在城市,哈密
4905,所在城市,南宁
4906,所在城市,惠州
4907,所在城市,德州
4908,所在城市,乌鲁木齐
4909,所在城市,潍坊
4910,所在城市,深圳
4911,所在城市,东莞
4912,所在城市,上海
4913,所在城市,乌鲁木齐
4914,所在城市,上海
4915,所在城市,贵阳
4916,所在城市,上海
4917,所在城市,大连
4918,所在城市,保定
4919,所在城市,广州
4920,所在城市,济源
4921,所在城市,长沙
4922,所在城市,苏州
4923,所在城市,青岛
4924,所在城市,兰州
4925,所在城市,宜春
4926,所在城市,嘉兴
4927,所在城市,西安
4928,所在城市,珠海
4929,所在城市,上海
4930,所在城市,深圳
4931,所在城市,长沙
4932,所在城市,德州
4933,所在城市,北京
4934,所在城市,深圳
4935,所在城市,泉州
4936,所在城市,无锡
4937,所在城市,济南
4938,所在城市,绍兴
4939,所在城市,上海
4940,所在城市,惠州
4941,所在城市,潍坊
4942,所在城市,宜春
4943,所在城市,潍坊
4944,所在城市,石家庄
4945,所在城市,上海
4946,所在城市,深圳
4947,所在城市,梧州
4948,所在城市,嘉兴
4949,所在城市,北京
4950,所在城市,安庆
4951,所在城市,深圳
4952,所在城市,北京
4953,所在城市,泉州
4954,所在城市,台州
4955,所在城市,广州
4956,所在城市,焦作
4957,所在城市,西宁
4958,所在城市,北京
4959,所在城市,长沙
4960,所在城市,黄石
4961,所在城市,郑州
4962,所在城市,上海
4963,所在城市,安庆
4964,所在城市,深圳
4965,所在城市,汕头
4966,所在城市,北京
4967,所在城市,北京
4968,所在城市,北京
4969,所在城市,上海
4970,所在城市,盐城
4971,所在城市,北京
4972,所在城市,北京
4973,所在城市,泉州
4974,所在城市,南京
4975,所在城市,南通
4976,所在城市,武汉
4977,所在城市,苏州
4978,所在城市,北京
4979,所在城市,北京
4980,所在城市,上海
4981,所在城市,深圳
4982,所在城市,梧州
4983,所在城市,嘉兴
4984,所在城市,上海
4985,所在城市,北京
4986,所在城市,遂宁
4987,所在城市,深圳
4988,所在城市,未知
4989,所在城市,哈尔滨
4990,所在城市,深圳
4991,所在城市,台州
4992,所在城市,郑州
4993,所在城市,上海
4994,所在城市,海口
4995,所在城市,福州
4996,所在城市,珠海
4997,所在城市,北京
4998,所在城市,深圳
4999,所在城市,广州
5000,所在城市,南宁
5001,所在城市,深圳
5002,所在城市,长沙
5003,所在城市,北京
5004,所在城市,徐州
5005,所在城市,北京
5006,所在城市,济南
5007,所在城市,北京
5008,所在城市,沈阳
5009,所在城市,深圳
5010,所在城市,武汉
5011,所在城市,南京
5012,所在城市,北京
5013,所在城市,长沙
5014,所在城市,芜湖
5015,所在城市,昆明
5016,所在城市,南京
5017,所在城市,武汉
5018,所在城市,周口
5019,所在城市,广州
5020,所在城市,乌海
5021,所在城市,深圳
5022,所在城市,广州
5023,所在城市,深圳
5024,所在城市,广州
5025,所在城市,贵阳
5026,所在城市,衡阳
5027,所在城市,大连
5028,所在城市,厦门
5029,所在城市,四平
5030,所在城市,北京
5031,所在城市,宁波
5032,所在城市,成都
5033,所在城市,上海
5034,所在城市,深圳
5035,所在城市,广州
5036,所在城市,北京
5037,所在城市,贵阳
5038,所在城市,北京
5039,所在城市,深圳
5040,所在城市,北京
5041,所在城市,上海
5042,所在城市,北京
5043,所在城市,佳木
5044,所在城市,北京
5045,所在城市,广州
5046,所在城市,营口
5047,所在城市,北京
5048,所在城市,南京
5049,所在城市,深圳
5050,所在城市,深圳
5051,所在城市,上海
5052,所在城市,杭州
5053,所在城市,深圳
5054,所在城市,上海
5055,所在城市,北京
5056,所在城市,昆明
5057,所在城市,九江
5058,所在城市,海口
5059,所在城市,杭州
5060,所在城市,北京
5061,所在城市,北京
5062,所在城市,北京
5063,所在城市,长沙
5064,所在城市,佛山
5065,所在城市,深圳
5066,所在城市,长治
5067,所在城市,深圳
5068,所在城市,徐州
5069,所在城市,广州
5070,所在城市,佛山
5071,所在城市,江门
5072,所在城市,清远
5073,所在城市,沈阳
5074,所在城市,太原
5075,所在城市,北京
5076,所在城市,邢台
5077,所在城市,衢州
5078,所在城市,上海
5079,所在城市,苏州
5080,所在城市,上海
5081,所在城市,武汉
5082,所在城市,成都
5083,所在城市,乌鲁木齐
5084,所在城市,青岛
5085,所在城市,鞍山
5086,所在城市,合肥
5087,所在城市,大连
5088,所在城市,北京
5089,所在城市,绵阳
5090,所在城市,上海
5091,所在城市,厦门
5092,所在城市,东莞
5093,所在城市,绍兴
5094,所在城市,深圳
5095,所在城市,徐州
5096,所在城市,厦门
5097,所在城市,苏州
5098,所在城市,武汉
5099,所在城市,深圳
5100,所在城市,苏州
5101,所在城市,潍坊
5102,所在城市,北京
5103,所在城市,深圳
5104,所在城市,鞍山
5105,所在城市,北京
5106,所在城市,哈尔滨
5107,所在城市,成都
5108,所在城市,洛阳
5109,所在城市,苏州
5110,所在城市,上海
5111,所在城市,杭州
5112,所在城市,沈阳
5113,所在城市,绵阳
5114,所在城市,重庆
5115,所在城市,广州
5116,所在城市,宜宾
5117,所在城市,上海
5118,所在城市,绵阳
5119,所在城市,武汉
5120,所在城市,北京
5121,所在城市,上海
5122,所在城市,深圳
5123,所在城市,沈阳
5124,所在城市,长沙
5125,所在城市,珠海
5126,所在城市,北京
5127,所在城市,未知
5128,所在城市,苏州
5129,所在城市,上海
5130,所在城市,深圳
5131,所在城市,大连
5132,所在城市,长春
5133,所在城市,运城
5134,所在城市,大连
5135,所在城市,广州
5136,所在城市,杭州
5137,所在城市,上海
5138,所在城市,长春
5139,所在城市,丽水
5140,所在城市,兰州
5141,所在城市,天津
5142,所在城市,泉州
5143,所在城市,沈阳
5144,所在城市,大连
5145,所在城市,成都
5146,所在城市,深圳
5147,所在城市,珠海
5148,所在城市,嘉兴
5149,所在城市,福州
5150,所在城市,武汉
5151,所在城市,北京
5152,所在城市,太原
5153,所在城市,广州
5154,所在城市,杭州
5155,所在城市,广州
5156,所在城市,重庆
5157,所在城市,宁波
5158,所在城市,北京
5159,所在城市,沈阳
5160,所在城市,北京
5161,所在城市,扬州
5162,所在城市,上海
5163,所在城市,北京
5164,所在城市,上海
5165,所在城市,舟山
5166,所在城市,唐山
5167,所在城市,黔东
5168,所在城市,南宁
5169,所在城市,珠海
5170,所在城市,北京
5171,所在城市,北京
5172,所在城市,西安
5173,所在城市,成都
5174,所在城市,广州
5175,所在城市,郑州
5176,所在城市,昆明
5177,所在城市,石家庄
5178,所在城市,银川
5179,所在城市,晋中
5180,所在城市,大连
5181,所在城市,福州
5182,所在城市,深圳
5183,所在城市,长沙
5184,所在城市,长春
5185,所在城市,南通
5186,所在城市,杭州
5187,所在城市,绍兴
5188,所在城市,北京
5189,所在城市,成都
5190,所在城市,苏州
5191,所在城市,长春
5192,所在城市,南京
5193,所在城市,北京
5194,所在城市,呼和浩特
5195,所在城市,重庆
5196,所在城市,北京
5197,所在城市,上海
5198,所在城市,大连
5199,所在城市,长春
5200,所在城市,济源
5201,所在城市,南宁
5202,所在城市,南宁
5203,所在城市,上海
5204,所在城市,宜昌
5205,所在城市,深圳
5206,所在城市,长沙
5207,所在城市,常州
5208,所在城市,成都
5209,所在城市,武汉
5210,所在城市,长沙
5211,所在城市,西安
5212,所在城市,银川
5213,所在城市,杭州
5214,所在城市,南京
5215,所在城市,福州
5216,所在城市,北京
5217,所在城市,深圳
5218,所在城市,上海
5219,所在城市,揭阳
5220,所在城市,上海
5221,所在城市,重庆
5222,所在城市,西安
5223,所在城市,北京
5224,所在城市,广州
5225,所在城市,重庆
5226,所在城市,唐山
5227,所在城市,乐山
5228,所在城市,阳泉
5229,所在城市,沈阳
5230,所在城市,成都
5231,所在城市,深圳
5232,所在城市,杭州
5233,所在城市,镇江
5234,所在城市,北京
5235,所在城市,鞍山
5236,所在城市,沈阳
5237,所在城市,南京
5238,所在城市,哈尔滨
5239,所在城市,广州
5240,所在城市,深圳
5241,所在城市,北京
5242,所在城市,盐城
5243,所在城市,北京
5244,所在城市,昆明
5245,所在城市,孝感
5246,所在城市,内江
5247,所在城市,北京
5248,所在城市,滨州
5249,所在城市,沈阳
5250,所在城市,天津
5251,所在城市,北京
5252,所在城市,锦州
5253,所在城市,太原
5254,所在城市,郑州
5255,所在城市,深圳
5256,所在城市,昆明
5257,所在城市,上海
5258,所在城市,北京
5259,所在城市,郑州
5260,所在城市,苏州
5261,所在城市,鞍山
5262,所在城市,广州
5263,所在城市,苏州
5264,所在城市,沈阳
5265,所在城市,常州
5266,所在城市,北京
5267,所在城市,上海
5268,所在城市,广州
5269,所在城市,沈阳
5270,所在城市,鞍山
5271,所在城市,唐山
5272,所在城市,无锡
5273,所在城市,潍坊
5274,所在城市,北京
5275,所在城市,大连
5276,所在城市,未知
5277,所在城市,盐城
5278,所在城市,西宁
5279,所在城市,湛江
5280,所在城市,珠海
5281,所在城市,上海
5282,所在城市,济南
5283,所在城市,广州
5284,所在城市,北京
5285,所在城市,北京
5286,所在城市,开封
5287,所在城市,北京
5288,所在城市,广州
5289,所在城市,佛山
5290,所在城市,毕节
5291,所在城市,大连
5292,所在城市,沈阳
5293,所在城市,天津
5294,所在城市,沈阳
5295,所在城市,长治
5296,所在城市,成都
5297,所在城市,沈阳
5298,所在城市,北京
5299,所在城市,宁波
5300,所在城市,武汉
5301,所在城市,乐山
5302,所在城市,阳泉
5303,所在城市,沈阳
5304,所在城市,上海
5305,所在城市,成都
5306,所在城市,深圳
5307,所在城市,杭州
5308,所在城市,扬州
5309,所在城市,上海
5310,所在城市,成都
5311,所在城市,镇江
5312,所在城市,郑州
5313,所在城市,齐齐
5314,所在城市,上海
5315,所在城市,扬州
5316,所在城市,上海
5317,所在城市,成都
5318,所在城市,郑州
5319,所在城市,宁波
5320,所在城市,太原
5321,所在城市,北京
5322,所在城市,汉中
5323,所在城市,未知
5324,所在城市,北京
5325,所在城市,九江
5326,所在城市,中山
5327,所在城市,上海
5328,所在城市,福州
5329,所在城市,内江
5330,所在城市,上海
5331,所在城市,沈阳
5332,所在城市,北京
5333,所在城市,南京
5334,所在城市,天津
5335,所在城市,东莞
5336,所在城市,焦作
5337,所在城市,成都
5338,所在城市,广州
5339,所在城市,南京
5340,所在城市,广州
5341,所在城市,怀化
5342,所在城市,邯郸
5343,所在城市,昆明
5344,所在城市,哈尔滨
5345,所在城市,成都
5346,所在城市,无锡
5347,所在城市,广州
5348,所在城市,湛江
5349,所在城市,上海
5350,所在城市,滁州
5351,所在城市,湖州
5352,所在城市,佛山
5353,所在城市,西安
5354,所在城市,唐山
5355,所在城市,沈阳
5356,所在城市,宁波
5357,所在城市,常州
5358,所在城市,西安
5359,所在城市,深圳
5360,所在城市,西安
5361,所在城市,未知
5362,所在城市,保定
5363,所在城市,西安
5364,所在城市,广州
5365,所在城市,福州
5366,所在城市,杭州
5367,所在城市,西安
5368,所在城市,宁波
5369,所在城市,惠州
5370,所在城市,成都
5371,所在城市,广州
5372,所在城市,湛江
5373,所在城市,上海
5374,所在城市,滁州
5375,所在城市,湖州
5376,所在城市,佛山
5377,所在城市,西安
5378,所在城市,唐山
5379,所在城市,宁波
5380,所在城市,常州
5381,所在城市,西安
5382,所在城市,深圳
5383,所在城市,西安
5384,所在城市,未知
5385,所在城市,保定
5386,所在城市,西安
5387,所在城市,广州
5388,所在城市,福州
5389,所在城市,杭州
5390,所在城市,西安
5391,所在城市,宁波
5392,所在城市,惠州
5393,所在城市,成都
5394,所在城市,天津
5395,所在城市,深圳
5396,所在城市,泉州
5397,所在城市,泰州
5398,所在城市,深圳
5399,所在城市,沧州
5400,所在城市,深圳
5401,所在城市,营口
5402,所在城市,天津
5403,所在城市,长沙
5404,所在城市,西安
5405,所在城市,珠海
5406,所在城市,昆明
5407,所在城市,深圳
5408,所在城市,天津
5409,所在城市,常州
5410,所在城市,北京
5411,所在城市,深圳
5412,所在城市,青岛
5413,所在城市,大连
5414,所在城市,上海
5415,所在城市,青岛
5416,所在城市,扬州
5417,所在城市,杭州
5418,所在城市,合肥
5419,所在城市,深圳
5420,所在城市,北京
5421,所在城市,桂林
5422,所在城市,沈阳
5423,所在城市,北京
5424,所在城市,未知
5425,所在城市,济南
5426,所在城市,南京
5427,所在城市,合肥
5428,所在城市,福州
5429,所在城市,长沙
5430,所在城市,广州
5431,所在城市,南京
5432,所在城市,西安
5433,所在城市,常州
5434,所在城市,成都
5435,所在城市,深圳
5436,所在城市,青岛
5437,所在城市,珠海
5438,所在城市,深圳
5439,所在城市,北京
5440,所在城市,厦门
5441,所在城市,新乡
5442,所在城市,武汉
5443,所在城市,洛阳
5444,所在城市,大连
5445,所在城市,上海
5446,所在城市,深圳
5447,所在城市,苏州
5448,所在城市,长沙
5449,所在城市,杭州
5450,所在城市,石家庄
5451,所在城市,青岛
5452,所在城市,成都
5453,所在城市,广州
5454,所在城市,深圳
5455,所在城市,云浮
5456,所在城市,长沙
5457,所在城市,威海
5458,所在城市,西安
5459,所在城市,南京
5460,所在城市,石家庄
5461,所在城市,昆明
5462,所在城市,广州
5463,所在城市,大连
5464,所在城市,合肥
5465,所在城市,南宁
5466,所在城市,成都
5467,所在城市,汕头
5468,所在城市,北京
5469,所在城市,哈尔滨
5470,所在城市,哈尔滨
5471,所在城市,青岛
5472,所在城市,东营
5473,所在城市,福州
5474,所在城市,长春
5475,所在城市,佛山
5476,所在城市,宁波
5477,所在城市,苏州
5478,所在城市,上海
5479,所在城市,广州
5480,所在城市,武汉
5481,所在城市,南通
5482,所在城市,西安
5483,所在城市,上海
5484,所在城市,鄂尔多斯
5485,所在城市,武汉
5486,所在城市,合肥
5487,所在城市,南宁
5488,所在城市,昆明
5489,所在城市,武汉
5490,所在城市,成都
5491,所在城市,长沙
5492,所在城市,南京
5493,所在城市,武汉
5494,所在城市,成都
5495,所在城市,青岛
5496,所在城市,西安
5497,所在城市,上海
5498,所在城市,合肥
5499,所在城市,长沙
5500,所在城市,苏州
5501,所在城市,杭州
5502,所在城市,广州
5503,所在城市,安阳
5504,所在城市,青岛
5505,所在城市,抚州
5506,所在城市,福州
5507,所在城市,西安
5508,所在城市,杭州
5509,所在城市,上海
5510,所在城市,西安
5511,所在城市,福州
5512,所在城市,济南
5513,所在城市,上海
5514,所在城市,杭州
5515,所在城市,成都
5516,所在城市,青岛
5517,所在城市,福州
5518,所在城市,武汉
5519,所在城市,南通
5520,所在城市,西安
5521,所在城市,上海
5522,所在城市,嘉兴
5523,所在城市,北京
5524,所在城市,杭州
5525,所在城市,南京
5526,所在城市,上海
5527,所在城市,成都
5528,所在城市,天津
5529,所在城市,重庆
5530,所在城市,南京
5531,所在城市,长沙
5532,所在城市,厦门
5533,所在城市,苏州
5534,所在城市,常州
5535,所在城市,湘潭
5536,所在城市,深圳
5537,所在城市,绍兴
5538,所在城市,淮安
5539,所在城市,兰州
5540,所在城市,成都
5541,所在城市,杭州
5542,所在城市,重庆
5543,所在城市,福州
5544,所在城市,苏州
5545,所在城市,西安
5546,所在城市,深圳
5547,所在城市,北京
5548,所在城市,沈阳
5549,所在城市,福州
5550,所在城市,济南
5551,所在城市,北京
5552,所在城市,烟台
5553,所在城市,青岛
