职位id,关系,职位名称
5921,职位名称,软件工程师
5922,职位名称,软件工程师
5923,职位名称,软件工程师
5924,职位名称,软件开发工程师（机器视觉新应用方向）
5925,职位名称,软件工程师
5926,职位名称,软件工程师
5927,职位名称,软件工程师
5928,职位名称,软件工程师
5929,职位名称,软件工程师
5930,职位名称,高级mcu软件开发工程师
5931,职位名称,C语言软件开发工程师
5932,职位名称,软件工程师
5933,职位名称,软件工程师
5934,职位名称,软件开发工程师-平台与SDK
5935,职位名称,软件开发工程师【数据库岗位】
5936,职位名称,JS全栈软件开发工程师
5937,职位名称,WPF后端软件开发工程师
5938,职位名称,高级软件开发工程师-驱动方向
5939,职位名称,OBC软件工程师
5940,职位名称,C++软件工程师
5941,职位名称,应用软件工程师
5942,职位名称,C++软件工程师
5943,职位名称,PC软件工程师
5944,职位名称,高级软件工程师
5945,职位名称,高级软件工程师
5946,职位名称,软件工程师（AI）
5947,职位名称,框架软件工程师
5948,职位名称,AI软件开发高级工程师
5949,职位名称,Linux应用软件开发工程师-武汉
5950,职位名称,Linux/RTOS软件开发工程师（音频）
5951,职位名称,高级软件开发工程师（Android应用开发）
5952,职位名称,FPGA软件工程师
5953,职位名称,高级软件工程师
5954,职位名称,算法/软件工程师
5955,职位名称,系统软件工程师
5956,职位名称,mcu软件工程师
5957,职位名称,软件工程师（北京）
5958,职位名称,linux软件工程师
5959,职位名称,qt软件工程师
5960,职位名称,ITC-14-基础软件开发工程师
5961,职位名称,应用层软件开发工程师
5962,职位名称,软件开发工程师
5963,职位名称,软件开发工程师
5964,职位名称,软件开发工程师
5965,职位名称,软件开发工程师
5966,职位名称,软件开发工程师（java/python/go/c）
5967,职位名称,通用软件开发工程师
5968,职位名称,软件工程师
5969,职位名称,软件工程师Java
5970,职位名称,高级Java软件工程师/架构师
5971,职位名称,Java软件开发
5972,职位名称,软件开发工程师
5973,职位名称,软件开发工程师
5974,职位名称,软件开发工程师
5975,职位名称,软件工程师
5976,职位名称,软件开发工程师
5977,职位名称,ai软件开发工程师
5978,职位名称,软件工程师
5979,职位名称,PON软件开发工程师
5980,职位名称,中间件软件开发主管工程师
5981,职位名称,高级软件工程师
5982,职位名称,初级软件开发工程师
5983,职位名称,软件开发工程师
5984,职位名称,软件开发工程师
5985,职位名称,软件开发工程师
5986,职位名称,软件开发测试工程师
5987,职位名称,通用软件开发工程师
5988,职位名称,手机软件开发工程师
5989,职位名称,MCU应用软件开发工程师
5990,职位名称,软件开发工程师（前端）(Y3487)
5991,职位名称,simulink软件工程师
5992,职位名称,软件开发工程师
5993,职位名称,软件开发工程师
5994,职位名称,通用软件开发工程师
5995,职位名称,软件开发工程师
5996,职位名称,软件开发工程师
5997,职位名称,软件开发工程师
5998,职位名称,软件开发工程师
5999,职位名称,高级软件开发工程师
6000,职位名称,软件开发工程师（OD）
6001,职位名称,通用软件开发工程师
6002,职位名称,软件开发工程师
6003,职位名称,软件开发工程师
6004,职位名称,软件开发工程师【OD】
6005,职位名称,软件开发工程师
6006,职位名称,软件开发工程师
6007,职位名称,软件开发工程师
6008,职位名称,软件开发工程师
6009,职位名称,初级软件开发工程师
6010,职位名称,软件开发工程师
6011,职位名称,华为云软件开发工程师
6012,职位名称,软件开发工程师
6013,职位名称,软件开发工程师
6014,职位名称,软件开发工程师
6015,职位名称,软件开发工程师
6016,职位名称,软件开发工程师
6017,职位名称,软件开发工程师
6018,职位名称,通用软件开发工程师
6019,职位名称,通用软件开发工程师
6020,职位名称,通用软件开发工程师
6021,职位名称,C++软件开发工程师
6022,职位名称,软件开发工程师
6023,职位名称,软件开发工程师
6024,职位名称,软件开发工程师
6025,职位名称,python软件开发工程师
6026,职位名称,软件开发工程师_Python/JAVA/C/C++
6027,职位名称,软件开发工程师
6028,职位名称,通用软件开发工程师
6029,职位名称,高级软件开发工程师
6030,职位名称,通用软件开发工程师
6031,职位名称,软件开发工程师
6032,职位名称,通用软件开发工程师
6033,职位名称,高级软件开发工程师
6034,职位名称,华为OD软件开发工程师
6035,职位名称,软件开发工程师
6036,职位名称,手机软件开发工程师
6037,职位名称,软件开发工程师芯片仿真
6038,职位名称,软件开发工程师
6039,职位名称,JAVA通用软件开发工程师
6040,职位名称,软件开发/软件测试工程师（不限技术栈）
6041,职位名称,软件开发工程师
6042,职位名称,AI平台软件开发工程师
6043,职位名称,驱动软件工程师
6044,职位名称,软件开发工程师
6045,职位名称,高级软件开发工程师
6046,职位名称,软件工程师
6047,职位名称,高级软件开发工程师
6048,职位名称,高级软件开发工程师
6049,职位名称,pon软件开发工程师
6050,职位名称,电源软件开发工程师
6051,职位名称,Hypervisor软件开发工程师
6052,职位名称,SOC软件开发工程师
6053,职位名称,VCU软件开发主任工程师
6054,职位名称,Android&flutter软件开发工程师
6055,职位名称,软件工程师
6056,职位名称,媒体软件开发专家/工程师
6057,职位名称,软件工程师
6058,职位名称,芯片软件开发工程师
6059,职位名称,高级软件开发工程师
6060,职位名称,SDN软件开发工程师
6061,职位名称,高级软件开发工程师
6062,职位名称,C++资深软件开发工程师
6063,职位名称,高级C++软件开发工程师
6064,职位名称,底盘电子软件开发工程师
6065,职位名称,linux驱动软件开发工程师
6066,职位名称,资深DSP软件开发工程师
6067,职位名称,软件工程师
6068,职位名称,C++高级软件开发工程师
6069,职位名称,【互联互通】软件开发工程师
6070,职位名称,软件工程师
6071,职位名称,软件工程师
6072,职位名称,JAVA高级软件开发工程师
6073,职位名称,CAD软件开发工程师（C++）
6074,职位名称,资深存储软件开发工程师
6075,职位名称,BSW软件开发高级工程师
6076,职位名称,高级软件开发工程师（Golang）
6077,职位名称,芯片软件开发工程师-cv
6078,职位名称,车身电子软件开发工程师
6079,职位名称,Android应用软件开发工程师
6080,职位名称,高级软件开发工程师-视频算法
6081,职位名称,中间件软件开发工程师
6082,职位名称,AUTOSAR软件工程师
6083,职位名称,【Sensorhub软件工程师】
6084,职位名称,大数据软件开发工程师
6085,职位名称,C++证券衍生品交易软件开发工程师
6086,职位名称,C++软件工程师
6087,职位名称,高级软件工程师
6088,职位名称,高级软件开发工程师（C++-行业应用）
6089,职位名称,首席软件工程师
6090,职位名称,高级Camera软件开发工程师-PICO
6091,职位名称,图形图像Graphic软件开发工程师
6092,职位名称,热管理软件开发资深工程师
6093,职位名称,高级软件工程师
6094,职位名称,高级软件工程师
6095,职位名称,电控软件工程师
6096,职位名称,字节-软件开发工程师-30+HC
6097,职位名称,资深软件开发工程师（互联互通方向）
6098,职位名称,FPGA软件工程师
6099,职位名称,高级软件工程师
6100,职位名称,C++软件工程师
6101,职位名称,高级软件工程师
6102,职位名称,高级软件工程师
6103,职位名称,dsp软件工程师
6104,职位名称,高级软件工程师
6105,职位名称,心电软件开发工程师
6106,职位名称,资深软件工程师
6107,职位名称,资深软件工程师
6108,职位名称,GPU软件工程师
6109,职位名称,系统软件工程师（北京）
6110,职位名称,高层协议软件工程师
6111,职位名称,资深功耗软件开发工程师(J11705)
6112,职位名称,智能驾驶V2X软件开发工程师
6113,职位名称,异构平台软件工程师
6114,职位名称,DSP软件工程师
6115,职位名称,高级软件工程师
6116,职位名称,CPU软件工程师
6117,职位名称,CICD软件工程师
6118,职位名称,分布式存储软件开发工程师
6119,职位名称,自动驾驶MCU软件开发工程师
6120,职位名称,机器人软件工程师
6121,职位名称,高级软件工程师/专家
6122,职位名称,高级平台软件工程师
6123,职位名称,高级软件开发工程师（Linux Driver）
6124,职位名称,java开发软件工程师
6125,职位名称,BMS资深软件工程师
6126,职位名称,资深系统软件工程师
6127,职位名称,高级后端软件工程师
6128,职位名称,机器人软件工程师
6129,职位名称,高级控制软件工程师
6130,职位名称,高级存储软件工程师
6131,职位名称,人工智能计算平台软件开发工程师
6132,职位名称,新业务部-Linux软件开发工程师
6133,职位名称,autosar bsw软件工程师
6134,职位名称,DSP软件工程师/专家/总监
6135,职位名称,高级软件工程师(BSP/IoT)
6136,职位名称,汽车电子软件工程师
6137,职位名称,C++软件工程师(应用方向)
6138,职位名称,高级/资深软件工程师（工具）
6139,职位名称,自动驾驶软件工程师
6140,职位名称,资深多媒体软件工程师
6141,职位名称,C/C++软件工程师
6142,职位名称,高级C++软件工程师（熟悉CAD）
6143,职位名称,基带&通信协议软件工程师
6144,职位名称,EMB电控制动软件工程师
6145,职位名称,多媒体软件工程师（ISP）
6146,职位名称,嵌入式高级软件工程师
6147,职位名称,MCU软件工程师(A92409)
6148,职位名称,光储软件工程师
6149,职位名称,BSW高级底层软件工程师-上海
6150,职位名称,底层软件工程师（Team Leader）
6151,职位名称,自动驾驶平台软件工程师
6152,职位名称,自动驾驶软件工程师
6153,职位名称,可穿戴系统软件工程师
6154,职位名称,主任软件工程师（嵌入式）
6155,职位名称,感知软件工程师 -- Infra
6156,职位名称,汽车电子应用软件工程师
6157,职位名称,游戏服务器端软件工程师
6158,职位名称,高级软件工程师/架构师（IAM）
6159,职位名称,自动驾驶软件工程师/专家
6160,职位名称,高级电源软件工程师（高薪+股票+双休）
6161,职位名称,自动驾驶C++软件开发工程师/专家
6162,职位名称,高级嵌入式平台软件工程师
6163,职位名称,基站协议栈L1软件工程师
