公司名称,职位名称,薪资,学历要求,职位描述,
武汉芯必达微电子有限公司,高级软件工程师（UWB）,25-30K,硕士,"1负责UWB芯片的相关驱动代码 MAC 协议的开发与调试；2、负责USB标签和基站产品的原型机设计和调试；3、基于ARM cortex MCU，完成定位相关的功能单元软件开发；4、负责UWB芯片软件功能模块划分，架构设计，SDK 软件开发；5、负责相关产品的单元测试、优化；6、相关技术文档、产品推广相关文档编写；7、支持，指导客户的开发 、调试；任职要求：1、计算机、通信、电子自动化、嵌入式软件相关专业，***本科/硕士，3 年以上工作经验；2、熟悉嵌入式MCU的工作原理，至少熟悉一种MCU的软件开发；3、熟悉C/C++语言，熟悉软件架构，编译原理，能够根据实际情况优化代码设计；4、具备至少一项上位机软件开发能力，VC++/Pycharm, 具备简单的上位机测试软件开发能力；5、具备良好的代码编程规范，懂得模块化编程设计，具有实时操作系统的开发经验；6、有UWB的PDOA和TOF开发经验，能独立完成 PDOA和TOF算法者优先；7、掌握一定的硬件知识，熟悉模拟电路 、数字电路的基础知识，掌握至少一门CAD的设计；8、具有无线通信产品的开发经验（UWB、BLE、SUB-1G、2.4G） ，至少熟悉一项无线通信产品协议 ，了解协议架构；9、团队工作能力，具备良好的沟通交流能力，自我驱动能力条理清晰，善于思考；",武汉洪山区武汉东湖新技术开发区光谷东
万有引力（宁波）电子科技有限公司,芯片软件工程师-Camera,45-60K·14薪,硕士,岗位职责:1、实时操作系统上图像处理子系统的驱动开发；2、芯片设计阶段ISP/CV/NPU/DSP的FPGA/Emulator验证；3、从软件的角度来分解系统/芯片需求，配合系统、硬件架构师完善图像处理子系统的设计;4、根据需求定制底层软件方案，划分软件功能模块;任职要求:1、电子、计算机、自动化及其他相关领域本科及以上学历；2、至少3年以上嵌入式系统底层软件开发经验，具备较强的编码与硬件驱动调试能力，精通C/C++编程；3、熟悉ARM/RISCV，有在FreeRTOS/RTThread等多种实时操作系统中的一种；4、有强烈的上进心和求知欲，学习能力强，善于独立钻研并解决问题；5、有良好算法与数据结构基础，思路清晰、严谨，具较强的沟通表达能力和团队合作意识；6、良好英文读写能力；7、熟悉常用总线与接口，如AHB/AXI/MIPI/I2C/etc；,上海浦东新区浦东新区科海大楼纳贤路800号a幢楼3-302-10
深圳市朗石科学仪器有限公司,软件工程师（2023届校招）,18-25K·18薪,硕士,岗位职责：1.仪器仪表MCU及上层应用软件的设计、开发等工作；2.产品、模块的方案设计以及概要设计；3.编写项目软件相关的开发文档、软件著作权等；4.对所负责产品提供技术支持及缺陷分析、改进、维护。岗位要求：1.硕士学历，计算机、电子、通信等相关专业；2.C/C++ 编程功底扎实，熟悉ARM架构，熟悉数据结构，有lua经验者优先；3.熟悉Linux操作系统，有系统裁剪，移植，驱动开发经验的优先；4.熟悉 MCU 常用外设的使用，熟悉嵌入式操作系统；5.能看懂芯片手册，能看懂电路原理图，能够配合硬件进行调试；6.遵循良好的编程规范，工作积极主动，责任心强；7.具备良好的学习能力、沟通表达能力及团队合作精神。,深圳南山区科陆大厦B座8楼
北京世冠金洋科技发展有限公司,飞行仿真软件工程师,15-30K·13薪,硕士,岗位职责： 1. 负责基于C/C++、Matlab/Simulink等平台的模型设计/重构/校验工作；2. 负责基于系统仿真模型集成与测试工作；3. 负责基于系统仿真平台的数学仿真试验与系统联调工作；4. 负责用户现场的使用培训与验收事宜；任职要求：1. 本科或以上学历，曾从事自动控制、飞行器工程、车辆工程、系统仿真等领域工作；2. 熟悉C/C++、Matlab/Simulink、SimulationX、AMESim其中之一的建模平台；3. 具备飞行器系统/车辆系统数学仿真经验者优先；4. 具备控制系统、发动机系统、执行机构工程研制经验者优先；,上海闵行区凯德商务楼219
哈尔滨新光光电科技股份有限公司北京分公司,态势显示软件工程师,25-35K,硕士,岗位职责：1.负责三维形体建模、场景建模等（满足系统运行的简单建模）。2.负责基于OSG引擎的二维、三维场景软件的设计、编码、调试等工作。3.负责与其他系统联调联试工作。4.负责需求规格说明书、概要设计说明书、详细设计说明书等设计文档编制。1.本科及以上学历，计算机科学与技术、软件工程、自动化等相关专业，有2年以上工作经验；2.精通C、C++语言，掌握QT/MFC开发库的使用；3.熟悉软件开发全流程，熟悉常用的软件架构，有良好的编码习惯；4.掌握OSG引擎的开发使用，有相关工作经验；5.有较好的英语读写能力，较强的逻辑分析能力，具备较强的学习和总结能力。,北京丰台区汉威国际广场8
广东天太机器人有限公司,伺服驱动软件工程师,18-23K,硕士,职位描述1、负责机器人产品伺服电机驱动开发相关方案规划、项目计划和执行； 2、负责伺服驱动器的软件开发工作，与硬件工程师配合完成产品开发/小批量制造； 3、负责对伺服驱动器硬件及整个运动控制系统进行功能、性能测试； 4、设计控制算法、软件实现，完成调试测试； 5、完成产品开发过程中的产品规格书等各类文档，并及时归档。 任职要求：1、电力电子、电气传动、电气自动化相关专业，硕士及以上学历； 2、有3年及以上伺服驱动器开发工作经验，能独立承担伺服驱动器软件开发工作，做过成型产品者优先； 3、精通ARM和DSP软件设计，精通C语言，熟练使用IAR、Keil或CCS开发环境，有PLD开发经验者优先； 4、精通电机拖动理论，了解直流无刷、交流伺服、混合步进电机的结构及制造工艺，熟练掌握自动控制理论及PID算法； 5、熟练掌握磁场定向控制、电流矢量控制等控制理论及相关算法处理，熟悉各种滤波理论和使用方法，有MATLAB/Simulink算法仿真经验者优先； 6、熟悉绝对值编码器原理和主流绝对值编码器通信协议，有绝对值编码器使用经验者优先； 7、熟悉前馈原理，了解动力学基本理论，有震动抑制、电机参数识别经验者优先； 8、熟悉CanOpen，EtherCat等总线标准，有相关总线开发经验者优先； 9、具有较强的学习、创新能力，独立工作能力强，并具有团队精神，有较强的沟通、协调能力，愿意接受挑战。10.2人,上海长宁区东华大学国家大学科技园10号楼3楼306
万帮数字能源股份有限公司,DSP软件工程师-超星计划,20-30K,硕士,1、负责逆变器产品的软件控制方案的设计与开发；?2、样机调试和设计验证工作；?3、负责逆变器产品性能提升；?4、负责弱电网环境下逆变器控制算法的设计与开发；任职要求：1、DSP软件开发、自动化、电力电子等相关专业，硕士及以上学历；英语熟练；2、熟悉AC/DC，DC/DC等功率拓扑、自动控制原理，具备较强的文档撰写和独立分析能力；3、熟悉并网逆变器的设计和开发工作，有逆变器并联算法研究者优先考虑；4、工作态度端正，认真负责能吃苦耐劳；勇于尝试，具有创新意识和团队合作精神。,常州武进区武进高新区龙惠路39号
北京迪路科技有限公司,高精地图软件工程师,15-30K·13薪,硕士,"工作职责   ?	负责设计开发高精地图生产平台软件，实现海量点云、车道线等矢量数据的高效储存、管理、可视化、交互式编辑等功能  ?	        负责代码评审、优化，参与地图绘制与更新自动化的研发、测试职位要求   ?	计算机、测绘遥感等相关领域本科以上学历	   ?	熟练掌握C/C++, 有3年以上基于QT、OSG的移动测量制图软件开发经验    ?	有扎实的数据结构、高级算法和软件开发基础，熟悉GIS二次开发  ?	有较强的沟通能力，注重软件用户体验、效率、可扩展性优先考虑  ?	有大规模点云等地理数据可视化和管理经验  ?	熟练掌握多线程、并行计算、性能优化  ?	 熟悉分布式计算、大数据处理框架   ?	熟悉WebGL、JavaScript、Python   ?	有实时系统和嵌入式系统开发经验",北京海淀区新材料创业大厦B座818-1
上海儒竞智控技术有限公司,高级软件工程师（电源）,30-40K,硕士,"职位描述： 1.	负责电源产品软件的设计与开发；2.	负责电源产品拓扑分析和设计，程序架构设计、编制等；3.	负责样机软件设计和软件调试； 4.	负责相关文档编写；5.	负责技术服务与技术支持； 岗位要求： 1.	硕士及以上学历，电力电子相关专业；2.	5年以上相关工作经验；3.	精通LLC、移相全桥、有桥PFC等电路拓扑；4.	精通相关的数学模型和控制算法；5.	熟练使用相关电力电子仿真、数值计算软件；",上海杨浦区湾谷科技园B5栋12楼
西安星辰电气有限公司,电机控制软件工程师,15-30K,硕士,"1.精通电机永磁同步电机的矢量控制算法；2.熟悉TMS28335,28035等芯片平台；3.能独立完成公司新产品的电机算法优化及现场调试；4.熟悉永磁同步电机的标定流程；5.配合公司完成上位机调试界面的开发设计工作；6.根据个人能力，公司会给予股份及年底分红；",西安雁塔区现代企业中心
北京踏歌智行科技有限公司,高级预测算法软件工程师,30-50K,硕士,"职位描述：1、负责无人驾驶预测算法的工程化落地；2、负责参与底层嵌入式的部分开发工作,对可能出现的效率问题进行建议及修正；3、负责参与预测模块整体软件架构设计及迭代。任职资格：1、硕士及以上学历,计算机相关专业，至少3年及以上C++编程经验；2、熟练使用C++，C++11，熟悉STL，Linux/Unix开发、编译、调试环境。理解Linux/Unix内存管理机制、     进程/线程、各种进程间通信方式、消息事件通知机制和异步机制者更佳。3、丰富的OOP实践经验,掌握常用设计模式；4、具有机器人导航、定位、决策规划相关算法集成和调试经验优先；5、具有ROS zmq mqtt相关使用经验者优先；6、具有良好的、规范的编程习惯和文档编写习惯；",北京海淀区量子银座1109
