公司名称,职位名称,薪资,学历要求,职位描述,
护航科技股份有限公司,（北京）网络安全,10-14K,本科,负责安全设备的运维与监控，包括但不限于IDS、IPS、WAF、邮件网关、防毒墙、上网行为管理系统、桌管系统、数据库防火墙、加密机、网络流量分析等安全设备及系统的日常运维和监控分析：（1）在工作日夜间及非工作日全天执行现场7*24小时的安全监控工作。（2）对设备运行状态进行巡检，负责安全设备版本、特征库及相关规则库的升级支持。（3）对安全设备日志告警进行监控分析，分析所覆盖网络区域相关系统安全风险。对于发现的安全风险，及时进行响应与处置。（4）通过甲方现有运维管理等平台接收并处理网络安全相关工单。岗位要求：专科以上学历，网络安全、计算机相关专业，具有1年以上网络安全监控值班工作经验。具备主流操作系统（linux、windows等）、数据库（Informix、oracle、Mysql等）、中间件（weblogic等）、网络和安全软硬件产品（防火墙、IDS、防毒墙、扫描器等）操作能力，具有相关厂商认证证书者优先。,北京西城区长安街88号
广联达科技股份有限公司,网络技术专家,18-23K·15薪,本科,岗位职责：1、负责集团网络规划、设计和建设实施，完善网络建设标准体系；2、主导集团网络架构技术选型、规划网络整体演进路线，撰写方案；3、负责公司现存网络的优化和治理，提高网络精细化运营效率和质量；4、负责网络运维自动化体系规划，推动实现网络运维标准化和自动化；5、负责网络相关新技术的探索和研究，推动合适的新技术在公司落地；6、支持网络项目交付，承担网络技术专家角色，攻克网络技术难题；任职资格：1、本科及以上学历，计算机或网络相关专业，具备7年及以上大型企业或互联网的规划设计相关经验，有华为OCC项目建设经验者优先，有HCIE、CCIE或高级职称等资质者优先；2、熟悉主流网络厂商的网络产品，具备独立配置、调试、优化的能力；3、精通常用网络技术和路由交换协议，包括但不限于TCP/IP、QOS、ISIS、OSPF、BGP、MPLS、VPN、SDN、SD-WAN等4、有较强的执行力、规划能力、方案撰写能力，能主动承担责任和压力；5、善于沟通、团队协作能力强，能够跨部门和公司完成工作任务；,西安未央区广联达西安数字建筑研发大厦1
红有软件股份有限公司,网络工程师,10-15K,本科,1.统招全日制本科及以上学历，计算机及信息工程相关专业；2.对TCP/IP协议深入了解，熟悉主流网络设备厂商的路由，交换，安全，无线，数据中心产品的安装、配置和维护；3.具备网络分析和安全管理技能，了解常用的网络监控工具等；4.从事网络建设和维护工作1-3年，有较强的动手实施能力，有中大型网路环境搭建和维护经验者优先考虑；5.具备较强的沟通表达能力、责任意识、和学习能力，具备较强的逻辑分析能力，和处理问题能力；6.具备大规模的数据中心网络、骨干网络建设和运营项目经验优先；具备华为、H3C高级认证水平者优先；7.具有良好的沟通能力，良好的书面和口头表达能力，较高的文档撰写水平；8.思维缜密，逻辑性强，具有挑战精神和前瞻性，良好的团队协作精神和自我驱动能力。岗位职责1.负责网络方案设计、实施和交付；2.支持网络运维工作，确保网络的可用性满足业务要求，负责日常维护，变更实施，故障处理；3.规划和管理网络的容量，监控网络性能和流量，持续优化网络架构，实施优化项目，完成网络运营报告；4.负责网络建设文档标准化及更新；5.践行软件定义网络，智能网络运维等战略任务。,北京昌平区中国石油数据中心(昌平)8号A座422室
gongsi,网络工程师,15-25K·14薪,本科,工作职责1、本科及以上学历，计算机、通信、电子等相关专业；2、熟悉TCP/IP协议、路由器、交换机等网络设备的配置和管理；3、熟悉常用的网络安全技术，如防火墙、VPN、IDS；4、负责网络规划、设计和实施，包括局域网、广域网、互联网等各种类型的网络；5、负责网络安全体系的建设和维护，包括网络安全威胁分析、风险评估、安全策略和安全措施等；6、具备SDWAN规划实施能力，能够根据企业需求制定SDWAN的网络规划，并进行实施和维护；7、负责故障排除和问题解决，能够快速响应和解决各种技术问题。任职资格1、日常变更承接及运维；2、参与网络优化项目，设计并输出网络规划方案；3、参与网络融合项目，进行网络模块支持；4、负责安全相关任务对接。,dizhi
北京云梦创网络科技有限公司,网络安全,10-15K,本科,岗位职责1. 基于攻防实验室，探究自动化渗透或者智能化工具2. 研究漏洞挖掘方向，技术，手法等新场景3. 辅助项目经理完成漏洞审核工作任职要求:1、本科学历及以上，计算机、数学统计、信息/网络安全等相关专业优先，对网络信息安全有浓厚的兴趣;2、熟悉渗透测试步骤、方法、流程，具备独立开展渗透工作的能力;3、熟悉漏洞的原理、方法、利用手段及解决方案;4、熟悉常见文件格式及网络协议，常见的攻击方式，防护手段及缓解措施;5、有自动化渗透测试工具编写经验、或者有编写过FUZZ工具、或者自动化漏洞挖掘经验者优先;6.、有App逆向分析能力，渗透测试能力者优先7、有CTF等安全比赛经验的优先;8、 在各大众测平台或者SRC漏洞挖掘排名靠前优先。,北京大兴区群英汇大厦4栋5楼501室
时代一汽动力电池有限公司,网络工程师,10-15K,本科,岗位职责：1、负责数据中心网络建设、运维及IT服务运维；2、负责新工厂园区局域网、无线网、广域网、办公系统、VPN的建设运维。任职要求：1、本科学历，计算机及相关专业；2、熟悉TCP/IP、OSPE、BGP等路由交换协议，熟悉STP、VLAN、ACL的原理及配置；3、能独立对各类基础网络设备进行日常管理，熟练使用抓包分析工具；4、有独立运维基于三层网络，不少于1000个网络节点的网络运维经验；5、熟悉Zabbix、solarwind、PRTG等网络监控平台，熟悉IPsec VPN、MPLS VPN等技术；6、具有CCNP/H3CSE/H3CTE/CCIE者优先。,宁德霞浦县霞浦县经济开发区长富路6号
德邦物流股份有限公司,网络工程师,15-30K,本科,工作职责:1、本科及以上学历，计算机、通信、电子等相关专业；2、熟悉TCP/IP协议、路由器、交换机等网络设备的配置和管理；3、有大型跨区域异地组网架构规划、设计、项目实操经验；4、熟悉常用的网络安全技术，如防火墙、VPN、IDS、态势感知等安全产品；5、负责网络安全体系的建设和维护，包括网络安全威胁分析、风险评估、安全策略和安全措施等；6、熟练掌握Wireshark抓包工具、流控日志分析、网络监控zabbix等工具应用；7、有HCNA/CCNA/H3CNA等网络证书优先，熟悉SDWAN组网技术更佳；8、负责故障排除和问题解决，能够快速响应和解决各种技术问题。任职资格:1、日常变更运维承接及运维；2、参与场地网络架构设计，充分收集需求参与全过程网络规划、实施和验收全过程方案；3、参与网络融合项目，进行网络模块支持；4、负责区域场地网络安全相关任务对接。,上海青浦区德邦快递(东南3门)徐祥路316号
华信纵横科技有限公司厦门分公司,网络工程师,6-11K·13薪,本科,岗位职责： 1、协助负责网络与安全系统集成的实施工作；2、协助负责简单的售前沟通与方案设计规划；3、协助负责指派客户的网络与安全设备维护工作；4、配合技术部进行项目管理等相关工作；5、协助技术部在项目实施过程中的技术沟通及问题处理；6、配合技术部完成项目的验收与交接工作；岗位要求：1、计算机相关专业，专科及以上学历；2、基本的网络与安全设备，具备华为与cisp相关网络与安全证书优先；3、有良好的沟通能力，具备团队协作精神。,厦门思明区厦门市软件园望海路55号楼望海路55号
gongsi,网络安全岗,14-26K·13薪,本科,1?熟悉DPI、僵木蠕、移动恶意程序、电信诈骗管控系统、抗DDOS攻击系统等业务网基础信息 安全系统，具有丰富的网信安全工作经验，独立带团队开展工作。2.能够独立完成信安项目的勘察设计，同时支撑客户完成项目前期的需求调研、立项材料的编 制；能够支撑客户完成年度信安课题的规划。3?认可设计院企业文化4?具有良好的沟通能力，能够吃苦耐劳和具有能够良好的心理素质。任职资格：1、 大学本科及以上学历，计算机、通信、软件工程、网络安全相关专业，有产品研发经验者优 先2、 有2年及以上的安全方案咨询设计或安全项目交付的具体经验；3、 能够承受较高的工作强度，具备良好的抗压能力，灵活的沟通技巧；4、 在IT与安全及通信领域，有较为完整的知识结构，对于IT领域常见的安全产品的功能较为了 解；5、 有安全领域事业单位或者大型网络公司、电信运营商经验者优先。,dizhi
北京经纬恒润科技股份有限公司,网络工程师,15-20K,本科,岗位职责：1.日常参与和运营商一起设计园区自动驾驶IT光传输网络组网架构，基于港口L4业务需求能对低时延、大带宽提出整体解决方案2.能对IT网络运营中发生的掉线、丢包、网络问题对运营商提出优化方法3.基于嵌入式Linux系统，使用C++语言进行应用开发，参与一些V2X和5G之间的通信链路开发，全通信链路指标监控工具底层开发4.编写软件相关文档，包括并不限于设计文档、功能描述、接口文档、产品文档，标准等任职资格：1.普通全日制本科及以上学历通信工程，计算机、自动化、电子相关专业优先，三年及以上工作经验2.熟悉TCP/IP协议、IP网通信技术及应用、网络互联及Internet 技术、现代信号处理，无线通信原理等3.对后台路由器，交换机，光传输链路组网熟悉，排查网络链路质量，监控网络环境，有实验室网络管理方面经验优先5.有Linux环境下的C++语言开发，有S32V，嵌入式、T-box开发经验者优先6.熟悉网络通信编程，熟悉TCP/IP协议，以及MQTT协议，有相关5G设备商和V2X厂家或者手机通信协议方面工作项目经验优先,南京江宁区紫金研创中心紫金研发创业中心5号楼9层
厦门创普云科技有限公司,网络工程师,12-18K·13薪,本科,岗位职责： 1.设计和运营公司数据中心网络 2.数据中心网络设备选型和部署运营 3.SDN网络维护 岗位要求： 1.两年及以上相关工作经验，本科及以上学历，计算机、网络、通信工程、信息技术等相关专业； 2.熟悉linux系统，网络运维； 3.善于学习，勇于承担责任，具有良好的积极性、主动性和独立性，具有较好的沟通表达能力和团队协作能力；福利：1. 五险一金，带薪年假，年终2-3薪；2. 5A级办公环境，交通便利，千平方办公室，休闲娱乐区，人体工学椅，高配置笔记本，大屏幕显示器，让你享受高品质办公环境；3. 高规格的下午茶，你想要的小零食，都会放在你的面前。定期的公费吃喝（就是我们的团建），免费旅游，年度体检，统统都有；4. 额外补贴：交通补贴，话费补贴，餐费补贴，设备补贴，全部到位。企业滴滴为你开通，加班餐补给你配齐；5. 涨薪不等于加班，我们早九点半之前打卡，弹性工作时间；6. 前沿的技术框架，既有深度又有广度。我们的团队高效协同，你身边的，都是与你一样优秀的小伙伴，讨论学习，一起成为真正的牛人；7.让我们的薪酬福利与技术无可挑剔！,厦门思明区国金广场A栋A2栋19层
博科达（北京）科技有限公司,网络工程师,7-12K,本科,计算机、网络、信息工程等相关专业，本科及以上学历；具有语言编程能力、软硬件的开发和测试经验；有一定的网络相关知识、有交换机或路由器的配置经验；,北京海淀区光耀东方
广州汇智通信技术有限公司,网络工程师,12-24K·14薪,本科,一、任职资格：1、本科及以上学历，三年以上相关工作经验，通信/电子/计算机等相关专业为佳；2、掌握操作系统、数据库、计算机网络相关知识，熟悉以下一项或多项技能：（1）有系统集成或自动化运维经验，具备较大项目系统集成或自动化运维部署经验，熟悉各类开源自动化工具并具备一定的脚本编写能力；（2）熟悉运营商4G/5G通信技术原理、核心网、接入网以及信令处理技术或流程；（3）熟悉hadoop平台相关组件；（4）了解国家网络安全法规、政策、标准规范，熟悉网络安全技术，有主流网安产品调试或使用经验，有CISP、CISSP、CISA等证书为佳。3、具有一定的项目管理经验，具备PMP、系统集成项目工程师、ITIL认证为佳；4、具备良好的工作责任心和团队合作精神，工作积极主动、独立性强，能够吃苦耐劳并承担较大工作压力；5、具备良好的沟通表达、事物协调能力。二、岗位工作范围和职责：1、负责现场运维团队技术管理和内部支持；2、系统运维或实施重大操作、网络及数据安全、自动化运维等工作；3、上级领导交办的其他工作。三、公司福利：1、全年年收入约14.5个月工资，另外约有1.2万左右的现金福利；2、六险一金，员工年度健康福利体检；其中住房公积金按照月度工资总额的12%购买；3、五天7小时工作制。带薪年假、各类法定节假日、有薪假及出差探亲假等；4、各类过节福利、节日礼品、生日礼品、慰问品等；5、差旅费、差旅津贴、业务招待费、通讯补助、用餐补助、保密补贴等；6、每月不定期暖心下午茶，部门不定期旅游、聚餐；7、公司设有健身房、篮球场、乒乓球室、壁球室等休闲设施，并定期组织各类文娱活动。,北京海淀区中关村翠湖科技园(东门)1
沈阳东硕信息技术有限公司,计算机视觉算法工程师,9-14K·13薪,本科,招聘要求：1. 了解或熟悉opencv、halcon等图像处理库；2. 熟练应用C++、python语言中的一种，熟悉Visual Studio、Vscode、QT等IDE；3.使用过Linux操作系统4. 熟悉Pytorch、Tensorflow、caffe等主流深度学习框架者优先5. 熟悉Docker、kubernetes等虚拟化工具者优先6. 熟悉CUDA框架，了解常用模型推理引擎如TensorRT者优先7. 熟悉网络通讯协议8. 电子、通讯、计算机、数学相关专业，本科及以上学历，能适应短期出差9. 有深度学习和图像处理相关项目经验者优先,上海宝山区宝信软件上海市宝山区宝信软件友谊路1016号
三一（韶山）风电设备有限公司,网络工程师,15-30K,本科,岗位职责：1、负责工业网络的建设和运维工作；2、管理公司机房、各类服务器、网络设备、桌面云等系统的稳定、高效、可靠运行；3、负责公司现场摄像头、水电油气四表、车间现场生产设备等IOT物联网项目建设、应用、推广工作；4、负责公司信息安全相关建设工作。任职要求：1、全日制统招一本及以上学历，计算机、网络、系统管理相关专业；2、3年以上桌面运维、网络管理、网络安全视频监控、服务器运维经验；3、熟悉PLC、DNC等常用工业设备接入IOT系统方案，有过相关项目经验优先；4、具有较强的沟通能力、项目管理能力、执行力，善于总结经验和方法，具有一定的文档撰写能力，能够承担较大的工作压力。,湘潭韶山市三一(韶山)风电设备有限公司1层
上海密尔克卫化工储存有限公司,网络工程师,10-12K,本科,岗位职责：1.负责办公室内部的网络设备维护（如：路由器、交换机、无线AP等）2.负责办公室的外设设备维护（如打印机、扫描仪等）3.负责办公室电脑系统及软件的维护4.负责“加载类业务”的开通、维护工作5.领导安排的其他工作岗位要求：任职要求：1、本科及以上学历，优秀者可放宽至大专，计算机或网络技术等相关专业2、工作主动性强，耐心细致，有责任心3、主动学习能力强，善于分析、思考问题 ，独立性强4、网络和安全领域方向发展注：学历是硬性要求，务必学信网可查，如不能查到，请勿投递，谢谢！密尔克卫集团成立于1998年，于2018年7月13日在上交所上市，自成立以来，我们始终专注于化工供应链更安全、更高效的运营。我们以强大的实力、专业的团队、科学的体系、健全的网络，为客户提供全球一站式的物流及交易的全供应链服务。,上海浦东新区密尔克卫化工供应链服务股份有限公司(中国总部)39号
成都腾云忆想科技有限公司,TCE交付-网络,10-15K,本科,岗位职责：1、负责基础网络/虚拟化网络/专有云网络/云上负载均衡器等专有云网络产品的交付部署；2、负责项目交付部署中遇到的问题跟踪与管理，推动跟进问题解决，完成问题闭环；3、针对部署过程中遇到的问题进行记录反馈，针对文档缺陷进行反馈并最终完善部署文档；4、配合客户进行功能、性能和高可用测试，并输出高质量交付文档，配合进行产品转维；5、能够适应一定程度出差、加班，抗压能力强。岗位要求：1、本科及以上学历，计算机或相关专业； 3年以上Linux相关工作经验；2、 精通STP、TCP/IP、DHCP、OSPF、BGP、VRRP、vxlan、VPN等协议，熟悉大规模IDC及骨干网络架构；3、 熟悉Huawei、H3C、Cisco、Juniper等主流网络厂商产品技术及产品架构；4、 熟悉路由器/交换机工作原理，熟悉NAT、VPN、负载均衡、SDN、NFV、overlay等网络技术，并有较强的故障分析排查能力和丰富的处理经验；5、熟练使用Linux基础命令，能够在Linux下进行故障排错；6、熟悉K8S、Docker等容器技术优先；7、熟悉OpenStack Neutron、openvswitch、vxlan、DPDK等开源技术优先；8、有大型专有云网络产品部署经验优先，有腾讯专有云TCE网络产品交付经验优先；9、有较好的表达、沟通能力和逻辑思考能力，能够现场解决客户的问题，并能够承受一线客户的压力；10、拥有CCNP、CCIE、H3CSE、H3CTE、HCIP、HCIE或等同级别认证优先。,成都武侯区川威大厦1908
中安网脉（北京）技术股份有限公司,网络工程师,10-15K,本科,"岗位职责：1.负责完成系统集成类项目的设备安装、部署、配置、调试、上线、培训、交付、维护等工作；2.善于技术沟通，在项目实施过程中为用户提供技术上的培训、支持、咨询、指导和问题解答；3.解决用户遇到的网络故障和问题，响应紧急故障、诊断和处理故障问题，维护用户关系；4.优化网络设备和系统，规划和调整配置，参与路由器、交换机、服务器、防火墙与应用系统的管理，确保设备和系统稳定、可靠地运行；5.参与重大项目的前期调研、设备测试方案编制工作；6.独立完成项目实施网络技术类文档的收集、整理和编制。岗位要求：1、本科及以上计算机网络相关专业，扎实的计算机网络基础知识，熟悉TCP/IP协议、路由、交换、安全的基本原理和技术知识，掌握Windows和Linux操作系统的安装、配置、调试；2、动手能力强，逻辑严谨，思维活跃，熟悉路由器、交换机、服务器、防火墙、存储、虚拟化、综合布线等网络设备和技术；3、两年及以上大、中型系统集成类项目的实施和维护经验，能够独立完成项目实施的技术准备、安装调试、测试验收等工作，具备较强的故障分析和应急处理能力，能够迅速查找故障原因并恢复；4、良好的沟通、协调能力及服务意识，具有团队合作精神，责任心强，善于分析和解决问题；5、做事认真负责，吃苦耐劳，独立工作能力强，能够承担较大的工作压力，可以适应广西区内短期出差；6、熟悉Windows、Linux操作系统的安装和基础操作，具备绘图、演示、技术文档编写技能者，优先考虑录用；持有华为、华三、思科等主流IT厂商技术证书优先（H3CNE/H3CSE,HCNA/HCNP）。",南宁青秀区龙光世纪中心A座708
gongsi,网络工程师,15-25K·15薪,本科,岗位要求：1、负责公司IDC环境中防火墙、交换机、路由器等网络设备的配置与安全策略管理。2、负责公司办公环境中机房与终端无线网络环境的管理与优化。3、负责IDC环境中各类服务器、SAN等的运维管理。4、负责公司日常桌面工作。任职资格:1、本科学历，计算机相关专业，3年以上相关工作经验，持有思科或华为证书者优先；2、熟悉windows、linux、mac。3、了解IDC网络设备日常配置管理；4、了解各种路由协议，熟悉主流的防火墙、IPS等设备的使用；5、工作认真负责，责任心强，具备较强的学习能力，团队协作精神及良好的沟通能力。,dizhi
深圳市紫金支点技术股份有限公司,网络工程师,10-15K,本科,1.计算机相关专业，有大型企业运维工作经验优先2.熟练掌握路由、交换等基本原理，熟练掌握TCP/IP协议、OSPF/BGP等相关路由协议3.熟练操作Cisco、华为、Juniper等主流厂商的路由器、交换机、防火墙设备5.能够独立完成网络设备配置，具备一定的网络故障处理能力7.熟悉vxlan网络8.具有较强逻辑思维能力，语言的表达、沟通能力10.如果有相关认证优先（例如CCIE、HCIE等）1.参与上海外高桥数据中心相关网络环境的部署和运维，解决各种场景下的疑难问题2.参与广域网设备运维，涉及路由器、交换机、防火墙设备3.参与局域网设备运维，涉及思科vxlan网络、华为传统网络,上海黄浦区旺角广场1701
北京博特数通技术有限公司,数通网络工程师,11-18K·13薪,本科,1.搭建可靠可用的测试环境；2.分别在模拟环境和实际环境中对待测试产品进行测试，并将测试结果反馈给相关部门和人员；3.汇总实际组网环境方案，建立自动化测试战略；4.发展、维护和更新适用于应用产品的自动化测试版本和结构。3、测试执行及汇总测试结果，编制测试报告；4、能运用禅道或其他bug管理工具进行bug的反馈跟踪；工作技能1、熟悉计算机网络的基本知识，具备网络故障的分析和处理能力；2、细心、踏实、逻辑思维能力强；3、具备良好的质量保证意识，自我学习能力;4、具有良好的团队协作和沟通协调能力，较强的抗压能力。,北京海淀区新华创新大厦2层2013
河南纳迦科技有限公司,网络运维岗,13-18K,本科,要求人员是本科及以上学历，计算机、网络通信等相关专业，2年或以上数据中心机房网络运维经验，具体要求如下：1.熟悉TCP/IP协议、OSPF及BGP等各路由协议原理，熟悉国内外主流厂商（华为、华三、思科等）路由、交换、安全等设备的配置操作。2.熟悉网络监控原理，熟练使用各网络监控工具，实时监控网络状态、线路流量等。3.熟悉基本的linux操作命令。4.具有中级网络工程师证书或同等技术能力。5.了解ISO20000管理体系内容，能按照既定规范和流程执行工作。6.具备良好的沟通能力和团队协作能力。,郑州金水区联合中心606
山东广电信通网络运营有限公司,网络工程师,9-12K·13薪,本科,一、岗位职责：1.负责山东省区县融媒体省级平台网络设计及维护；2.负责山东广播电视台办公网络、信源网络维护；3.负责山东广播电视台《山东新闻联播》《拉呱》等新闻节目制作网络运维；4.负责山东广播电视台网络及信息化系统安全管理；5.负责例行安全检查、漏洞跟踪处理、解决方案制定；二、任职要求：1.本科以上学历，计算机、网络或相关专业毕业；2.精通TCP/IP协议，网络基础知识扎实，熟悉以太网交换技术；3.有系统的网络安全知识，熟悉VPN、防火墙等相关技术；4.熟悉常见Web漏洞及攻击方式者优先；5.具有CCIE、H3CIE、HCIE等证书者优先；6.有正确的价值观；有高度的责任心和敬业精神，能吃苦耐劳；,济南历下区山东广播电视台18567
永安期货股份有限公司,网络工程师,15-20K·18薪,本科,岗位职责:0、我司在杭州有约150个机柜，外地约50个机柜，设备数量1000台左右。1、负责公司数据中心基础架构的运维，包括但不限于：网络设备、安全设备、主机存储设备、虚拟化云平台。2、负责公司数据中心日常网络监测及安全防护。3、参与公司IT基础架构方案制定。4、负责公司上海郑州大连广州深圳等地交易所托管机房的基础设施运行，接受短期出差。任职资格:1、统招本科及以上学历，计算机、通信相关专业；具有1年以上网络管理及项目实施经验；2、具备扎实的计算机基础知识：网络、操作系统、互联网技术等3、熟悉头部厂家的交换机路由器防火墙等产品线及配置。4、熟悉Windows和Linux系统的基础运维5、具有较强的沟通和动手能力6、具备期货从业资格者优先。,杭州滨江区浙江联通大厦14楼
内蒙古环晔材料有限公司,网络工程师,8-12K,本科,岗位职责：1.负责各IT机房的设备架构和安装调试以及维护保障等；2.负责公司新项目网络的的规划、建设、维护；3.负责公司网络故障处理、培训等；4.负责编制更新公司网络突发事件应急处理方案、网络管理制度、机房管理规定等制度，并不断完善；5.监控平台管理，故障分析处理，及相关监控和预警工作，提供紧急响应服务，负责或参与快速定位、处理平台各类故障报警；6.负责网络涉及的相关合同事宜，如网络设备维保、服务器维保、专线等合同；7.负责公司网络信息突发事件应急处理方案演练和完善；任职要求:1.学历：本科及其以上（条件优秀者可放宽至专科）2.专业：计算机及应用、计算机科学与技术、网络工程等3.工作经验：3年以上信息技术相关工作经验(条件优秀者可放宽至1年）,呼和浩特赛罕区内蒙古中环产业园15号
"
横乐医学
",网络工程师,9-13K·13薪,本科,工作地点：珠海横琴工作职责：1、负责公司软硬件设施的管理和维护，包括电脑、打印机、投影仪等设备；2、负责公司网络设备的管理和维护，包括路由器、交换机、防火墙等；3、负责网络安全的管理和维护，确保网络安全稳定；4、负责公司网络的维护和优化，确保网络畅通；5、负责公司OA系统的维护和管理，保障系统稳定运行；6、协助其他部门的网络和系统问题的解决。任职要求：1、大专及本科以上学历，计算机相关专业；2、具有3年以上相关工作经验；3、熟悉TCP/IP协议、LAN/WAN、路由/交换等网络技术；4、熟悉网络安全技术，包括防火墙、VPN、IDS/IPS等；5、熟练掌握网络设备的配置和管理，具有网络设备故障排除经验；6、具有良好的沟通能力和团队合作精神。加分项：1、具有前后端开发经验，熟悉前端开发框架，如Vue等；2、熟悉一种或多种后端开发语言，如Python、Go等；3、有网络相关证书，如CCNA、CCNP、CCIE等。,珠海香洲区横琴澳门青年创业谷17E
杭州宇树科技有限公司,网络工程师,9-12K·13薪,本科,岗位职责：1、负责管理和保证公司网络、服务器、台式机等基础设施的安全性、稳定性运行，规划、设计、记录、日常管理、服务监控、知识培训等工作，为公司信息方面的决策、采购提供所需信息，为确保公司工作流程制定相关网络使用规定和建议，并监督及确保相关人员对规定和制度的执行；2、主要以IT基础设施管理为主，必要时需要支持项目上硬件及系统的安装、调试、维护工作；3、办公室管理主要为三个方面：①网络维护管理；②系统维护管理；③常用设备管理。任职要求：1、计算机或网络通讯相关专业背景，全日制本科学历，至少2年工作经验以上，具备独立支持200-500人及以上的公司服务器经验；2、有网络理论学习基础和一定建设实践经验，了解以太网交换机、路由 器等设备原理和硬件组成；3、了解各类网络线、光纤类型和日常维护知识，并能操作一些测试仪器；加分项：掌握主流的网络安全设备，如防火墙、IPS和隔离装置等,杭州滨江区峰达创意园1号楼3楼
福建青网网络科技有限公司,网络安全运维,6-11K·13薪,本科,工作内容：1.软件开发、网络安全、网络工程、计算机科学与技术等计算机类专业毕业； 2.熟悉Tcp/ip协议，熟悉路由交换，了解网络安全和系统安全知识；3.熟悉Windows或Linux系统，熟悉shell脚本语言； 4.熟悉主流的Web安全攻防技术，包括SQL注入、XSS、CSRF等OWASPTOP10安全风险；能进行WEB测试； 5. 对网络渗透测试或有网络攻防实战经验优先；工作要求：1、移动机房维护、网络安全工程师。 2、负责机房值守、巡检。网络、信息、数据安全，提供整体安全规划、咨询、集成、运维、运营全流程服务；3、负责公司系统、终端、网络与数据的安全； 4、负责应用系统各类安全问题和安全事件的跟踪、分析和解决，并给出优化改进建议； 5、负责规划信息安全策略、内控审查、应急演练，制定完善应用开发安全规范，组织信息安全审计和培训等。工作时间：双休、法定节假日，五险一金,漳州芗城区漳州移动通信枢纽大楼02
上海宜舟信息系统有限公司,网络工程师,8-13K·13薪,本科,面向客户提供网络技术支持，包括项目实施、故障的解决、性能的优化、日常维护等。工作内容：1. 配合和支撑项目的管理、项目的实施方案编写、项目实施、进度反馈、项目验收；2. 参与并能完成配置规划、环境搭建、安装调试及测试、分析解决故障的工作；3. 参与网络系统日常操作及维护，负责记录用户网络系统产生的故障，监控日志分析，进行故障检测、排错和优化；4. 和专业技术支持进行技术交流，及时反馈现场实施中的问题并处理解决； 5. 负责相关技术文档编写，建立日常网络系统文档等；6. 其他领导交代的相关工作。职位要求1. 对IT工作有兴趣，有热情，想要从事IT行业；2. 具备的网络理论基础知识，包含网络、操作系统、虚拟化、存储等方面；3. 熟悉TCP/IP网络协议、路由、交换等网络技术，熟练主流网络设备Cisco、H3C管理和配置；熟练使用操作系统（LINUX/WINDOWS）、Office、常用工具与命令；4. 具备良好的文档编写能力，英语基本读写能力；     5. 工作积极主动、踏实、遵守纪律，有团队协作精神，具备优秀的沟通和协调能力；6. 能够主动思考和学习，接受指导和意见，保持不断进步；     7. 本科或以上学历，计算机相关专业者优先，有厂商认证者优先。,上海静安区龙软大厦4楼
深圳市铂科新材料股份有限公司,网络工程师,8-12K,本科,工作职责：1、负责制定IT硬件、软件、网络、信息安全的运维体系、管理制度，并监督使用情况；2、负责网络技术支持、硬件维护、桌面运维、IT周边设备技术支持； 3、负责数据中心的所有服务器运维支持，制定容灾备份措施，并定期巡检； 4、公司信息安全管理，建立完整的信息安全体系，规范信息安全、保障公司资料安全； 5、固定资产管理，负责全公司所有与IT相关的固定资产管理； 6、完成上司交办的临时工作任务。任职要求：1、计算机及相关专业，本科学历，3年及以上同岗位工作经验，HCIP  CISE认证 优先考虑；2、精通计算机网络，具备网络规划设计、网络故障的分析、判断、解决能力，能独立配置核心交换机、防火墙等； 3、精通AD域控和服务器安全策略，以及磁盘阵列、服务器容灾备份等技术，具有服务器VM虚拟化经验，精通超融合运维； 4、熟悉网络安全技术：包括端口、漏洞扫描、权限管理、入侵和攻击分析追踪、网站渗透、病毒木马防范等。,惠州惠东县铂科新材料创新园一一一
苏州云融信息技术有限公司,网络工程师,9-14K,本科,【工作职责】 1、 负责与客户的技术交流、产品选型和方案设计；2、 完成项目文档和项目报告的编写3、 与客户技术负责人保持紧密沟通，了解该客户建设需求；4、了解业内主流数通设备厂商产品，能进行竞品分析5、公司安排的其他技术服务任务。【任职要求】   1、IT、计算机相关专业本科以上学历，有CCNP/CCIE/H3CNE/SE/TE证书者优先；2、熟悉思科 /H3C/华为等路由器、交换机、无线、网络安全产品，了解云计算和SDN；3、熟练的文档和写作能力，PPT制作，善于沟通、交流和演讲。工作地点:长沙:芙蓉区车站中路39号，宇成朝阳广场)     （招聘城市：苏州、南京、合肥、武汉、长沙）,长沙芙蓉区恒隆国际大厦2号6
